time,G(i),H_sun,T2m,WS10m,Int
20160412:1809,0.0,0.0,18.43,2.0,0.0
20160412:1909,0.0,0.0,17.57,1.41,0.0
20160412:2009,0.0,0.0,16.7,0.81,0.0
20160412:2109,0.0,0.0,15.83,0.22,0.0
20160412:2209,0.0,0.0,15.5,0.55,0.0
20160412:2309,0.0,0.0,15.17,0.88,0.0
20160413:0009,0.0,0.0,14.84,1.21,0.0
20160413:0109,0.0,0.0,14.28,1.56,0.0
20160413:0209,0.0,0.0,13.73,1.9,0.0
20160413:0309,0.0,0.0,13.17,2.25,0.0
20160413:0409,0.0,0.0,14.23,2.05,0.0
20160413:0509,186.0,14.23,15.29,1.85,0.0
20160413:0609,395.0,26.01,16.35,1.66,0.0
20160413:0709,588.0,37.45,18.01,1.44,0.0
20160413:0809,739.01,47.96,19.67,1.23,0.0
20160413:0909,848.01,56.44,21.32,1.02,0.0
20160413:1009,898.01,60.9,21.39,1.55,0.0
20160413:1109,885.01,59.46,21.45,2.09,0.0
20160413:1209,801.01,52.81,21.51,2.62,0.0
20160413:1309,676.01,43.18,21.27,3.09,0.0
20160413:1409,435.0,32.14,21.03,3.57,0.0
20160413:1509,286.0,20.49,20.78,4.04,0.0
20160413:1609,98.0,8.67,20.12,4.18,0.0
20160413:1709,0.0,0.0,19.45,4.33,0.0
20160413:1809,0.0,0.0,18.78,4.47,0.0
20160413:1909,0.0,0.0,18.12,4.63,0.0
20160413:2009,0.0,0.0,17.46,4.79,0.0
20160413:2109,0.0,0.0,16.79,4.95,0.0
20160413:2209,0.0,0.0,16.61,5.04,0.0
20160413:2309,0.0,0.0,16.42,5.13,0.0
20160414:0009,0.0,0.0,16.23,5.21,0.0
20160414:0109,0.0,0.0,15.94,4.97,0.0
20160414:0209,0.0,0.0,15.64,4.74,0.0
20160414:0309,0.0,0.0,15.35,4.5,0.0
20160414:0409,12.0,2.73,16.26,4.44,0.0
20160414:0509,101.0,14.5,17.16,4.38,0.0
20160414:0609,48.0,26.29,18.07,4.32,0.0
20160414:0709,82.0,37.74,19.23,3.99,0.0
20160414:0809,138.0,48.28,20.4,3.66,0.0
20160414:0909,483.0,56.79,21.56,3.32,0.0
20160414:1009,299.0,61.26,21.97,3.77,0.0
20160414:1109,705.0,59.78,22.38,4.22,0.0
20160414:1209,795.01,53.07,22.79,4.66,0.0
20160414:1309,661.0,43.39,22.76,5.61,0.0
20160414:1409,487.0,32.32,22.72,6.56,0.0
20160414:1509,274.0,20.65,22.68,7.5,0.0
20160414:1609,76.0,8.84,21.84,7.7,0.0
20160414:1709,0.0,0.0,20.99,7.89,0.0
20160414:1809,0.0,0.0,20.14,8.08,0.0
20160414:1909,0.0,0.0,19.3,7.85,0.0
20160414:2009,0.0,0.0,18.46,7.61,0.0
20160414:2109,0.0,0.0,17.61,7.38,0.0
20160414:2209,0.0,0.0,17.36,6.94,0.0
20160414:2309,0.0,0.0,17.11,6.5,0.0
20160415:0009,0.0,0.0,16.86,6.06,0.0
20160415:0109,0.0,0.0,16.43,6.04,0.0
20160415:0209,0.0,0.0,16.0,6.02,0.0
20160415:0309,0.0,0.0,15.57,6.0,0.0
20160415:0409,15.0,3.0,16.35,5.94,0.0
20160415:0509,202.0,14.76,17.12,5.87,0.0
20160415:0609,413.0,26.56,17.9,5.81,0.0
20160415:0709,603.0,38.02,18.79,6.01,0.0
20160415:0809,763.01,48.59,19.68,6.21,0.0
20160415:0909,879.01,57.14,20.56,6.41,0.0
20160415:1009,920.01,61.63,21.04,6.35,0.0
20160415:1109,911.01,60.1,21.52,6.29,0.0
20160415:1209,834.01,53.32,22.0,6.22,0.0
20160415:1309,704.01,43.6,21.61,5.46,0.0
20160415:1409,524.0,32.5,21.22,4.7,0.0
20160415:1509,322.0,20.82,20.82,3.94,0.0
20160415:1609,116.0,9.0,19.96,3.49,0.0
20160415:1709,0.0,0.0,19.09,3.03,0.0
20160415:1809,0.0,0.0,18.22,2.57,0.0
20160415:1909,0.0,0.0,17.76,2.29,0.0
20160415:2009,0.0,0.0,17.3,2.01,0.0
20160415:2109,0.0,0.0,16.83,1.74,0.0
20160415:2209,0.0,0.0,16.67,1.41,0.0
20160415:2309,0.0,0.0,16.5,1.09,0.0
20160416:0009,0.0,0.0,16.34,0.76,0.0
20160416:0109,0.0,0.0,15.57,1.5,0.0
20160416:0209,0.0,0.0,14.81,2.24,0.0
20160416:0309,0.0,0.0,14.04,2.98,0.0
20160416:0409,17.0,3.27,14.9,2.91,0.0
20160416:0509,204.0,15.03,15.75,2.84,0.0
20160416:0609,415.0,26.82,16.61,2.77,0.0
20160416:0709,607.0,38.3,17.81,3.03,0.0
20160416:0809,767.01,48.89,19.01,3.29,0.0
20160416:0909,878.01,57.48,20.21,3.54,0.0
20160416:1009,923.01,61.99,20.59,3.77,0.0
20160416:1109,914.01,60.42,20.96,4.0,0.0
20160416:1209,832.01,53.58,21.33,4.23,0.0
20160416:1309,704.01,43.8,21.24,4.31,0.0
20160416:1409,521.0,32.67,21.14,4.38,0.0
20160416:1509,325.0,20.98,21.04,4.46,0.0
20160416:1609,120.0,9.17,20.31,4.46,0.0
20160416:1709,0.0,0.0,19.58,4.46,0.0
20160416:1809,0.0,0.0,18.85,4.47,0.0
20160416:1909,0.0,0.0,18.4,4.43,0.0
20160416:2009,0.0,0.0,17.95,4.4,0.0
20160416:2109,0.0,0.0,17.5,4.36,0.0
20160416:2209,0.0,0.0,17.0,4.09,0.0
20160416:2309,0.0,0.0,16.49,3.83,0.0
20160417:0009,0.0,0.0,15.98,3.56,0.0
20160417:0109,0.0,0.0,15.31,3.36,0.0
20160417:0209,0.0,0.0,14.64,3.15,0.0
20160417:0309,0.0,0.0,13.97,2.95,0.0
20160417:0409,19.0,3.54,15.02,2.67,0.0
20160417:0509,208.0,15.29,16.06,2.39,0.0
20160417:0609,411.0,27.09,17.11,2.11,0.0
20160417:0709,611.0,38.58,19.0,2.14,0.0
20160417:0809,771.01,49.2,20.89,2.17,0.0
20160417:0909,881.01,57.82,22.78,2.19,0.0
20160417:1009,921.01,62.35,22.72,2.59,0.0
20160417:1109,887.01,60.74,22.65,2.99,0.0
20160417:1209,795.01,53.82,22.58,3.39,0.0
20160417:1309,672.0,44.0,22.2,3.52,0.0
20160417:1409,402.0,32.84,21.82,3.64,0.0
20160417:1509,251.0,21.15,21.44,3.77,0.0
20160417:1609,123.0,9.33,20.66,3.63,0.0
20160417:1709,0.0,0.0,19.87,3.5,0.0
20160417:1809,0.0,0.0,19.08,3.37,0.0
20160417:1909,0.0,0.0,18.53,3.21,0.0
20160417:2009,0.0,0.0,17.98,3.05,0.0
20160417:2109,0.0,0.0,17.42,2.9,0.0
20160417:2209,0.0,0.0,17.02,2.69,0.0
20160417:2309,0.0,0.0,16.61,2.48,0.0
20160418:0009,0.0,0.0,16.2,2.28,0.0
20160418:0109,0.0,0.0,15.54,2.15,0.0
20160418:0209,0.0,0.0,14.89,2.03,0.0
20160418:0309,0.0,0.0,14.23,1.9,0.0
20160418:0409,20.0,3.8,15.31,1.58,0.0
20160418:0509,214.0,15.55,16.39,1.26,0.0
20160418:0609,422.0,27.35,17.47,0.94,0.0
20160418:0709,616.0,38.85,19.49,0.91,0.0
20160418:0809,775.01,49.5,21.52,0.87,0.0
20160418:0909,889.01,58.16,23.54,0.84,0.0
20160418:1009,930.01,62.7,23.32,1.11,0.0
20160418:1109,920.01,61.05,23.09,1.37,0.0
20160418:1209,847.01,54.07,22.86,1.64,0.0
20160418:1309,713.01,44.2,22.54,1.94,0.0
20160418:1409,523.0,33.02,22.22,2.23,0.0
20160418:1509,326.0,21.31,21.89,2.52,0.0
20160418:1609,131.0,9.5,21.12,2.65,0.0
20160418:1709,0.0,0.0,20.34,2.77,0.0
20160418:1809,0.0,0.0,19.56,2.9,0.0
20160418:1909,0.0,0.0,19.29,2.86,0.0
20160418:2009,0.0,0.0,19.02,2.82,0.0
20160418:2109,0.0,0.0,18.74,2.79,0.0
20160418:2209,0.0,0.0,18.52,2.69,0.0
20160418:2309,0.0,0.0,18.3,2.6,0.0
20160419:0009,0.0,0.0,18.08,2.51,0.0
20160419:0109,0.0,0.0,17.73,2.59,0.0
20160419:0209,0.0,0.0,17.38,2.68,0.0
20160419:0309,0.0,0.0,17.03,2.76,0.0
20160419:0409,12.0,4.06,17.62,2.89,0.0
20160419:0509,164.0,15.8,18.21,3.02,0.0
20160419:0609,319.0,27.6,18.8,3.14,0.0
20160419:0709,596.0,39.12,20.08,3.56,0.0
20160419:0809,762.01,49.79,21.36,3.98,0.0
20160419:0909,874.01,58.49,22.64,4.4,0.0
20160419:1009,922.01,63.05,23.16,4.92,0.0
20160419:1109,864.01,61.36,23.67,5.45,0.0
20160419:1209,808.01,54.31,24.18,5.97,0.0
20160419:1309,681.0,44.39,23.88,6.31,0.0
20160419:1409,299.0,33.19,23.57,6.65,0.0
20160419:1509,196.0,21.47,23.26,6.99,0.0
20160419:1609,70.0,9.66,22.34,7.13,0.0
20160419:1709,0.0,0.0,21.41,7.27,0.0
20160419:1809,0.0,0.0,20.48,7.41,0.0
20160419:1909,0.0,0.0,19.7,7.47,0.0
20160419:2009,0.0,0.0,18.92,7.54,0.0
20160419:2109,0.0,0.0,18.13,7.6,0.0
20160419:2209,0.0,0.0,17.92,7.64,0.0
20160419:2309,0.0,0.0,17.7,7.67,0.0
20160420:0009,0.0,0.0,17.49,7.71,0.0
20160420:0109,0.0,0.0,17.15,7.66,0.0
20160420:0209,0.0,0.0,16.8,7.61,0.0
20160420:0309,0.0,0.0,16.46,7.56,0.0
20160420:0409,24.0,4.31,17.43,7.22,0.0
20160420:0509,209.0,16.05,18.4,6.89,0.0
20160420:0609,421.0,27.85,19.37,6.55,0.0
20160420:0709,617.0,39.39,20.44,5.66,0.0
20160420:0809,774.01,50.08,21.52,4.77,0.0
20160420:0909,887.01,58.82,22.59,3.88,0.0
20160420:1009,925.01,63.4,23.89,4.18,0.0
20160420:1109,921.01,61.67,25.19,4.49,0.0
20160420:1209,843.01,54.56,26.49,4.8,0.0
20160420:1309,703.0,44.59,25.41,5.21,0.0
20160420:1409,514.0,33.36,24.33,5.63,0.0
20160420:1509,328.0,21.63,23.25,6.04,0.0
20160420:1609,126.0,9.82,22.47,6.49,0.0
20160420:1709,0.0,0.0,21.69,6.94,0.0
20160420:1809,0.0,0.0,20.91,7.39,0.0
20160420:1909,0.0,0.0,20.3,8.38,0.0
20160420:2009,0.0,0.0,19.69,9.36,0.0
20160420:2109,0.0,0.0,19.07,10.34,0.0
20160420:2209,0.0,0.0,18.68,10.7,0.0
20160420:2309,0.0,0.0,18.28,11.05,0.0
20160421:0009,0.0,0.0,17.89,11.41,0.0
20160421:0109,0.0,0.0,17.17,11.51,0.0
20160421:0209,0.0,0.0,16.46,11.61,0.0
20160421:0309,0.0,0.0,15.74,11.71,0.0
20160421:0409,25.0,4.56,16.07,11.7,0.0
20160421:0509,190.0,16.29,16.4,11.69,0.0
20160421:0609,312.0,28.1,16.73,11.68,0.0
20160421:0709,604.0,39.65,16.66,11.43,0.0
20160421:0809,769.01,50.37,16.59,11.17,0.0
20160421:0909,842.01,59.14,16.52,10.91,0.0
20160421:1009,863.01,63.75,16.63,10.47,0.0
20160421:1109,913.01,61.97,16.73,10.03,0.0
20160421:1209,850.01,54.79,16.83,9.59,0.0
20160421:1309,721.0,44.78,16.74,9.35,0.0
20160421:1409,543.0,33.52,16.65,9.11,0.0
20160421:1509,336.0,21.79,16.56,8.87,0.0
20160421:1609,133.0,9.98,16.19,8.39,0.0
20160421:1709,0.0,0.0,15.81,7.91,0.0
20160421:1809,0.0,0.0,15.44,7.43,0.0
20160421:1909,0.0,0.0,14.99,7.24,0.0
20160421:2009,0.0,0.0,14.54,7.05,0.0
20160421:2109,0.0,0.0,14.08,6.86,0.0
20160421:2209,0.0,0.0,14.01,6.85,0.0
20160421:2309,0.0,0.0,13.93,6.84,0.0
20160422:0009,0.0,0.0,13.86,6.83,0.0
20160422:0109,0.0,0.0,13.63,7.14,0.0
20160422:0209,0.0,0.0,13.41,7.46,0.0
20160422:0309,0.0,0.0,13.18,7.78,0.0
20160422:0409,27.0,4.81,14.08,7.59,0.0
20160422:0509,216.0,16.54,14.99,7.4,0.0
20160422:0609,347.0,28.35,15.89,7.21,0.0
20160422:0709,621.0,39.9,16.66,6.8,0.0
20160422:0809,789.01,50.65,17.43,6.38,0.0
20160422:0909,898.01,59.46,18.2,5.96,0.0
20160422:1009,936.01,64.09,18.71,5.54,0.0
20160422:1109,895.01,62.27,19.22,5.12,0.0
20160422:1209,844.01,55.03,19.72,4.7,0.0
20160422:1309,646.0,44.97,19.57,4.16,0.0
20160422:1409,444.0,33.69,19.42,3.61,0.0
20160422:1509,277.0,21.95,19.27,3.06,0.0
20160422:1609,102.0,10.15,18.75,2.79,0.0
20160422:1709,0.0,0.0,18.22,2.51,0.0
20160422:1809,0.0,0.0,17.7,2.23,0.0
20160422:1909,0.0,0.0,17.26,2.38,0.0
20160422:2009,0.0,0.0,16.82,2.52,0.0
20160422:2109,0.0,0.0,16.38,2.66,0.0
20160422:2209,0.0,0.0,16.51,3.11,0.0
20160422:2309,0.0,0.0,16.63,3.56,0.0
20160423:0009,0.0,0.0,16.75,4.01,0.0
20160423:0109,0.0,0.0,16.43,3.96,0.0
20160423:0209,0.0,0.0,16.11,3.91,0.0
20160423:0309,0.0,0.0,15.79,3.86,0.0
20160423:0409,28.0,5.06,16.04,3.29,0.0
20160423:0509,227.0,16.77,16.3,2.71,0.0
20160423:0609,436.0,28.59,16.55,2.14,0.0
20160423:0709,611.0,40.15,17.43,2.79,0.0
20160423:0809,776.01,50.93,18.31,3.44,0.0
20160423:0909,838.01,59.78,19.19,4.1,0.0
20160423:1009,812.0,64.43,19.83,4.36,0.0
20160423:1109,913.01,62.57,20.46,4.62,0.0
20160423:1209,860.01,55.26,21.09,4.88,0.0
20160423:1309,664.0,45.16,20.79,5.41,0.0
20160423:1409,542.0,33.85,20.49,5.93,0.0
20160423:1509,315.0,22.1,20.18,6.46,0.0
20160423:1609,79.0,10.31,19.69,6.6,0.0
20160423:1709,0.0,0.0,19.2,6.75,0.0
20160423:1809,0.0,0.0,18.71,6.9,0.0
20160423:1909,0.0,0.0,18.1,6.71,0.0
20160423:2009,0.0,0.0,17.49,6.52,0.0
20160423:2109,0.0,0.0,16.88,6.33,0.0
20160423:2209,0.0,0.0,16.75,6.18,0.0
20160423:2309,0.0,0.0,16.61,6.03,0.0
20160424:0009,0.0,0.0,16.48,5.88,0.0
20160424:0109,0.0,0.0,16.23,6.05,0.0
20160424:0209,0.0,0.0,15.99,6.23,0.0
20160424:0309,0.0,0.0,15.74,6.4,0.0
20160424:0409,31.0,5.3,16.17,6.27,0.0
20160424:0509,202.0,17.01,16.6,6.13,0.0
20160424:0609,420.0,28.82,17.03,6.0,0.0
20160424:0709,506.0,40.4,17.61,6.02,0.0
20160424:0809,677.0,51.2,18.19,6.04,0.0
20160424:0909,899.01,60.09,18.77,6.06,0.0
20160424:1009,588.0,64.76,19.2,6.17,0.0
20160424:1109,204.0,62.86,19.63,6.29,0.0
20160424:1209,548.0,55.49,20.06,6.41,0.0
20160424:1309,674.0,45.34,19.84,6.29,0.0
20160424:1409,131.0,34.02,19.62,6.17,0.0
20160424:1509,274.0,22.26,19.4,6.06,0.0
20160424:1609,38.0,10.47,18.88,6.14,0.0
20160424:1709,0.0,0.0,18.35,6.22,0.0
20160424:1809,0.0,0.0,17.82,6.3,0.0
20160424:1909,0.0,0.0,17.29,6.56,0.0
20160424:2009,0.0,0.0,16.76,6.82,0.0
20160424:2109,0.0,0.0,16.23,7.08,0.0
20160424:2209,0.0,0.0,16.12,7.23,0.0
20160424:2309,0.0,0.0,16.0,7.39,0.0
20160425:0009,0.0,0.0,15.88,7.54,0.0
20160425:0109,0.0,0.0,15.57,7.33,0.0
20160425:0209,0.0,0.0,15.25,7.11,0.0
20160425:0309,0.0,0.0,14.94,6.9,0.0
20160425:0409,32.0,5.53,15.66,6.65,0.0
20160425:0509,247.0,17.24,16.38,6.41,0.0
20160425:0609,455.0,29.05,17.1,6.17,0.0
20160425:0709,646.0,40.64,17.56,6.34,0.0
20160425:0809,799.01,51.47,18.02,6.51,0.0
20160425:0909,882.01,60.4,18.48,6.68,0.0
20160425:1009,615.0,65.09,18.88,6.9,0.0
20160425:1109,933.01,63.16,19.28,7.13,0.0
20160425:1209,860.01,55.72,19.67,7.35,0.0
20160425:1309,731.0,45.52,19.42,7.39,0.0
20160425:1409,529.0,34.18,19.17,7.43,0.0
20160425:1509,348.0,22.41,18.91,7.48,0.0
20160425:1609,140.0,10.63,18.36,7.73,0.0
20160425:1709,0.0,0.0,17.8,7.98,0.0
20160425:1809,0.0,0.0,17.25,8.23,0.0
20160425:1909,0.0,0.0,16.7,8.38,0.0
20160425:2009,0.0,0.0,16.15,8.52,0.0
20160425:2109,0.0,0.0,15.59,8.66,0.0
20160425:2209,0.0,0.0,15.5,8.57,0.0
20160425:2309,0.0,0.0,15.4,8.47,0.0
20160426:0009,0.0,0.0,15.31,8.37,0.0
20160426:0109,0.0,0.0,14.71,8.9,0.0
20160426:0209,0.0,0.0,14.12,9.43,0.0
20160426:0309,0.0,0.0,13.52,9.96,0.0
20160426:0409,33.0,5.77,13.53,10.14,0.0
20160426:0509,230.0,17.46,13.54,10.32,0.0
20160426:0609,454.0,29.28,13.55,10.5,0.0
20160426:0709,646.0,40.88,14.13,10.07,0.0
20160426:0809,798.01,51.73,14.71,9.64,0.0
20160426:0909,909.01,60.7,15.29,9.21,0.0
20160426:1009,952.01,65.42,16.07,8.43,0.0
20160426:1109,921.01,63.44,16.85,7.64,0.0
20160426:1209,734.0,55.94,17.62,6.86,0.0
20160426:1309,558.0,45.71,17.54,6.29,0.0
20160426:1409,479.0,34.34,17.45,5.71,0.0
20160426:1509,298.0,22.57,17.36,5.14,0.0
20160426:1609,138.0,10.79,16.95,4.36,0.0
20160426:1709,0.0,0.0,16.53,3.57,0.0
20160426:1809,0.0,0.0,16.12,2.79,0.0
20160426:1909,0.0,0.0,15.54,2.42,0.0
20160426:2009,0.0,0.0,14.95,2.05,0.0
20160426:2109,0.0,0.0,14.36,1.68,0.0
20160426:2209,0.0,0.0,14.08,1.47,0.0
20160426:2309,0.0,0.0,13.79,1.25,0.0
20160427:0009,0.0,0.0,13.5,1.03,0.0
20160427:0109,0.0,0.0,12.94,1.99,0.0
20160427:0209,0.0,0.0,12.39,2.94,0.0
20160427:0309,0.0,0.0,11.83,3.89,0.0
20160427:0409,35.0,5.99,12.72,3.71,0.0
20160427:0509,255.0,17.68,13.6,3.53,0.0
20160427:0609,463.0,29.5,14.49,3.35,0.0
20160427:0709,653.0,41.11,15.46,2.48,0.0
20160427:0809,806.01,51.99,16.43,1.61,0.0
20160427:0909,917.01,61.0,17.39,0.74,0.0
20160427:1009,954.01,65.74,17.98,1.49,0.0
20160427:1109,948.01,63.73,18.57,2.23,0.0
20160427:1209,865.01,56.16,19.16,2.98,0.0
20160427:1309,716.0,45.89,19.1,3.5,0.0
20160427:1409,463.0,34.5,19.03,4.02,0.0
20160427:1509,137.0,22.72,18.96,4.54,0.0
20160427:1609,75.0,10.94,18.43,4.76,0.0
20160427:1709,0.0,0.0,17.89,4.99,0.0
20160427:1809,0.0,0.0,17.35,5.21,0.0
20160427:1909,0.0,0.0,16.69,5.07,0.0
20160427:2009,0.0,0.0,16.02,4.93,0.0
20160427:2109,0.0,0.0,15.35,4.79,0.0
20160427:2209,0.0,0.0,15.15,4.33,0.0
20160427:2309,0.0,0.0,14.94,3.88,0.0
20160428:0009,0.0,0.0,14.74,3.42,0.0
20160428:0109,0.0,0.0,14.33,3.09,0.0
20160428:0209,0.0,0.0,13.92,2.76,0.0
20160428:0309,0.0,0.0,13.51,2.43,0.0
20160428:0409,38.0,6.22,14.52,2.22,0.0
20160428:0509,250.0,17.9,15.52,2.01,0.0
20160428:0609,459.0,29.72,16.53,1.81,0.0
20160428:0709,649.0,41.34,17.38,1.63,0.0
20160428:0809,808.01,52.24,18.23,1.46,0.0
20160428:0909,915.01,61.29,19.07,1.28,0.0
20160428:1009,946.01,66.06,19.62,1.8,0.0
20160428:1109,940.01,64.01,20.17,2.31,0.0
20160428:1209,876.01,56.38,20.72,2.83,0.0
20160428:1309,742.0,46.06,20.45,3.48,0.0
20160428:1409,558.0,34.66,20.18,4.13,0.0
20160428:1509,297.0,22.88,19.9,4.79,0.0
20160428:1609,90.0,11.1,19.33,4.59,0.0
20160428:1709,0.0,0.0,18.75,4.39,0.0
20160428:1809,0.0,0.0,18.17,4.19,0.0
20160428:1909,0.0,0.0,17.59,3.99,0.0
20160428:2009,0.0,0.0,17.01,3.79,0.0
20160428:2109,0.0,0.0,16.42,3.59,0.0
20160428:2209,0.0,0.0,16.49,3.11,0.0
20160428:2309,0.0,0.0,16.55,2.63,0.0
20160429:0009,0.0,0.0,16.62,2.15,0.0
20160429:0109,0.0,0.0,16.3,2.28,0.0
20160429:0209,0.0,0.0,15.99,2.4,0.0
20160429:0309,0.0,0.0,15.67,2.52,0.0
20160429:0409,6.0,6.44,16.25,2.09,0.0
20160429:0509,84.0,18.11,16.83,1.66,0.0
20160429:0609,86.0,29.93,17.41,1.23,0.0
20160429:0709,322.0,41.56,17.8,1.98,0.0
20160429:0809,390.0,52.49,18.19,2.73,0.0
20160429:0909,557.0,61.57,18.58,3.48,0.0
20160429:1009,601.0,66.37,18.58,3.93,0.0
20160429:1109,575.0,64.28,18.57,4.39,0.0
20160429:1209,528.0,56.59,18.56,4.84,0.0
20160429:1309,575.0,46.24,18.55,4.71,0.0
20160429:1409,252.0,34.81,18.54,4.58,0.0
20160429:1509,231.0,23.03,18.52,4.46,0.0
20160429:1609,85.0,11.26,18.16,4.29,0.0
20160429:1709,0.0,0.0,17.79,4.11,0.0
20160429:1809,0.0,0.0,17.43,3.94,0.0
20160429:1909,0.0,0.0,16.98,3.75,0.0
20160429:2009,0.0,0.0,16.52,3.56,0.0
20160429:2109,0.0,0.0,16.06,3.37,0.0
20160429:2209,0.0,0.0,15.97,3.93,0.0
20160429:2309,0.0,0.0,15.87,4.5,0.0
20160430:0009,0.0,0.0,15.78,5.06,0.0
20160430:0109,0.0,0.0,15.51,5.54,0.0
20160430:0209,0.0,0.0,15.25,6.02,0.0
20160430:0309,0.0,0.0,14.98,6.5,0.0
20160430:0409,18.0,6.65,15.88,6.86,0.0
20160430:0509,177.0,18.32,16.78,7.22,0.0
20160430:0609,157.0,30.14,17.68,7.59,0.0
20160430:0709,279.0,41.78,18.26,8.02,0.0
20160430:0809,438.0,52.73,18.84,8.45,0.0
20160430:0909,592.0,61.86,19.41,8.88,0.0
20160430:1009,369.0,66.68,19.69,8.86,0.0
20160430:1109,869.01,64.55,19.97,8.84,0.0
20160430:1209,760.0,56.81,20.25,8.81,0.0
20160430:1309,518.0,46.41,20.21,8.35,0.0
20160430:1409,563.0,34.97,20.16,7.88,0.0
20160430:1509,365.0,23.18,20.11,7.42,0.0
20160430:1609,157.0,11.41,19.57,7.08,0.0
20160430:1709,0.0,0.0,19.03,6.74,0.0
20160430:1809,0.0,0.0,18.49,6.4,0.0
20160430:1909,0.0,0.0,17.84,6.3,0.0
20160430:2009,0.0,0.0,17.19,6.2,0.0
20160430:2109,0.0,0.0,16.53,6.1,0.0
20160430:2209,0.0,0.0,16.34,6.16,0.0
20160430:2309,0.0,0.0,16.14,6.23,0.0
20160501:0009,0.0,0.0,15.94,6.29,0.0
20160501:0109,0.0,0.0,15.78,6.23,0.0
20160501:0209,0.0,0.0,15.62,6.16,0.0
20160501:0309,0.0,0.0,15.46,6.1,0.0
20160501:0409,65.0,6.86,16.23,6.22,0.0
20160501:0509,252.0,18.52,16.99,6.34,0.0
20160501:0609,458.0,30.34,17.75,6.46,0.0
20160501:0709,628.0,41.99,18.09,6.53,0.0
20160501:0809,767.0,52.97,18.42,6.6,0.0
20160501:0909,884.01,62.13,18.76,6.68,0.0
20160501:1009,939.01,66.99,19.03,6.76,0.0
20160501:1109,923.01,64.82,19.3,6.84,0.0
20160501:1209,728.0,57.01,19.56,6.92,0.0
20160501:1309,396.0,46.58,19.08,6.81,0.0
20160501:1409,223.0,35.12,18.59,6.7,0.0
20160501:1509,94.0,23.33,18.11,6.59,0.0
20160501:1609,59.0,11.57,17.56,5.98,0.0
20160501:1709,0.0,0.0,17.02,5.37,0.0
20160501:1809,0.0,0.0,16.47,4.76,0.0
20160501:1909,0.0,0.0,16.39,4.72,0.0
20160501:2009,0.0,0.0,16.31,4.69,0.0
20160501:2109,0.0,0.0,16.23,4.65,0.0
20160501:2209,0.0,0.0,16.18,4.86,0.0
20160501:2309,0.0,0.0,16.13,5.06,0.0
20160502:0009,0.0,0.0,16.09,5.27,0.0
20160502:0109,0.0,0.0,16.0,4.89,0.0
20160502:0209,0.0,0.0,15.9,4.51,0.0
20160502:0309,0.0,0.0,15.81,4.12,0.0
20160502:0409,44.0,7.07,16.27,4.65,0.0
20160502:0509,146.0,18.72,16.73,5.18,0.0
20160502:0609,421.0,30.54,17.19,5.71,0.0
20160502:0709,318.0,42.2,17.08,5.71,0.0
20160502:0809,726.0,53.2,16.96,5.71,0.0
20160502:0909,824.0,62.4,16.85,5.71,0.0
20160502:1009,672.0,67.29,16.07,5.26,0.0
20160502:1109,890.01,65.09,15.29,4.8,0.0
20160502:1209,597.0,57.22,14.5,4.34,0.0
20160502:1309,142.0,46.75,14.92,5.33,0.0
20160502:1409,384.0,35.27,15.34,6.31,0.0
20160502:1509,237.0,23.48,15.76,7.3,0.0
20160502:1609,14.0,11.72,15.83,7.67,0.0
20160502:1709,0.0,0.0,15.9,8.05,0.0
20160502:1809,0.0,0.0,15.97,8.43,0.0
20160502:1909,0.0,0.0,15.68,8.43,0.0
20160502:2009,0.0,0.0,15.38,8.44,0.0
20160502:2109,0.0,0.0,15.08,8.44,0.0
20160502:2209,0.0,0.0,14.95,8.11,0.0
20160502:2309,0.0,0.0,14.83,7.77,0.0
20160503:0009,0.0,0.0,14.71,7.43,0.0
20160503:0109,0.0,0.0,14.43,6.81,0.0
20160503:0209,0.0,0.0,14.14,6.18,0.0
20160503:0309,0.0,0.0,13.86,5.56,0.0
20160503:0409,44.0,7.27,14.34,5.79,0.0
20160503:0509,277.0,18.92,14.82,6.02,0.0
20160503:0609,361.0,30.73,15.29,6.25,0.0
20160503:0709,509.9,42.4,15.32,6.54,1.0
20160503:0809,685.0,53.42,15.36,6.84,0.0
20160503:0909,836.0,62.67,15.39,7.13,0.0
20160503:1009,841.0,67.59,15.43,7.27,0.0
20160503:1109,832.0,65.35,15.47,7.41,0.0
20160503:1209,213.0,57.42,15.51,7.54,0.0
20160503:1309,189.0,46.92,15.23,6.98,0.0
20160503:1409,508.0,35.43,14.96,6.41,0.0
20160503:1509,205.0,23.62,14.68,5.85,0.0
20160503:1609,36.0,11.88,14.56,5.46,0.0
20160503:1709,0.0,0.0,14.43,5.07,0.0
20160503:1809,0.0,0.0,14.31,4.68,0.0
20160503:1909,0.0,0.0,14.21,4.74,0.0
20160503:2009,0.0,0.0,14.11,4.81,0.0
20160503:2109,0.0,0.0,14.01,4.88,0.0
20160503:2209,0.0,0.0,14.07,5.03,0.0
20160503:2309,0.0,0.0,14.13,5.18,0.0
20160504:0009,0.0,0.0,14.19,5.32,0.0
20160504:0109,0.0,0.0,14.05,5.44,0.0
20160504:0209,0.0,0.0,13.91,5.55,0.0
20160504:0309,0.0,0.0,13.77,5.67,0.0
20160504:0409,33.0,7.47,14.41,5.66,0.0
20160504:0509,216.0,19.11,15.05,5.65,0.0
20160504:0609,422.0,30.92,15.69,5.64,0.0
