time,G(i),H_sun,T2m,WS10m,Int
20131012:0209,0.0,0.0,19.44,1.03,0.0
20131012:0309,0.0,0.0,19.13,1.08,0.0
20131012:0409,0.0,0.0,19.52,0.95,0.0
20131012:0509,28.0,6.97,19.91,0.82,0.0
20131012:0609,205.0,18.08,20.31,0.69,0.0
20131012:0709,444.01,28.21,21.84,0.58,0.0
20131012:0809,594.01,36.7,23.38,0.48,0.0
20131012:0909,685.01,42.57,24.92,0.37,0.0
20131012:1009,734.01,44.74,25.78,0.69,0.0
20131012:1109,699.01,42.69,26.64,1.0,0.0
20131012:1209,593.01,36.91,27.51,1.31,0.0
20131012:1309,463.01,28.48,26.91,1.78,0.0
20131012:1409,276.01,18.38,26.31,2.26,0.0
20131012:1509,70.0,7.29,25.71,2.73,0.0
20131012:1609,0.0,0.0,24.66,2.64,0.0
20131012:1709,0.0,0.0,23.62,2.55,0.0
20131012:1809,0.0,0.0,22.57,2.46,0.0
20131012:1909,0.0,0.0,21.91,2.35,0.0
20131012:2009,0.0,0.0,21.25,2.24,0.0
20131012:2109,0.0,0.0,20.6,2.14,0.0
20131012:2209,0.0,0.0,20.38,2.1,0.0
20131012:2309,0.0,0.0,20.16,2.06,0.0
20131013:0009,0.0,0.0,19.94,2.03,0.0
20131013:0109,0.0,0.0,19.45,2.15,0.0
20131013:0209,0.0,0.0,18.96,2.28,0.0
20131013:0309,0.0,0.0,18.47,2.4,0.0
20131013:0409,0.0,0.0,18.71,2.87,0.0
20131013:0509,43.0,6.77,18.96,3.35,0.0
20131013:0609,254.0,17.86,19.21,3.82,0.0
20131013:0709,437.01,27.96,20.58,3.88,0.0
20131013:0809,580.01,36.4,21.95,3.94,0.0
20131013:0909,677.01,42.23,23.32,4.0,0.0
20131013:1009,717.01,44.37,23.95,4.12,0.0
20131013:1109,694.01,42.31,24.57,4.25,0.0
20131013:1209,601.01,36.55,25.2,4.37,0.0
20131013:1309,455.01,28.15,24.89,4.24,0.0
20131013:1409,271.01,18.08,24.58,4.11,0.0
20131013:1509,67.0,7.01,24.27,3.97,0.0
20131013:1609,0.0,0.0,23.13,4.0,0.0
20131013:1709,0.0,0.0,22.0,4.04,0.0
20131013:1809,0.0,0.0,20.86,4.07,0.0
20131013:1909,0.0,0.0,20.5,3.78,0.0
20131013:2009,0.0,0.0,20.14,3.5,0.0
20131013:2109,0.0,0.0,19.79,3.21,0.0
20131013:2209,0.0,0.0,19.65,3.19,0.0
20131013:2309,0.0,0.0,19.51,3.17,0.0
20131014:0009,0.0,0.0,19.37,3.14,0.0
20131014:0109,0.0,0.0,18.96,3.04,0.0
20131014:0209,0.0,0.0,18.56,2.94,0.0
20131014:0309,0.0,0.0,18.16,2.84,0.0
20131014:0409,0.0,0.0,18.55,3.25,0.0
20131014:0509,42.0,6.57,18.94,3.66,0.0
20131014:0609,246.0,17.64,19.34,4.07,0.0
20131014:0709,426.01,27.7,20.54,3.83,0.0
20131014:0809,573.01,36.1,21.75,3.58,0.0
20131014:0909,668.01,41.88,22.95,3.34,0.0
20131014:1009,712.01,43.99,23.63,3.03,0.0
20131014:1109,692.01,41.94,24.3,2.73,0.0
20131014:1209,595.01,36.2,24.98,2.43,0.0
20131014:1309,447.01,27.83,24.75,2.85,0.0
20131014:1409,261.0,17.78,24.53,3.26,0.0
20131014:1509,60.0,6.73,24.31,3.68,0.0
20131014:1609,0.0,0.0,23.17,3.73,0.0
20131014:1709,0.0,0.0,22.04,3.77,0.0
20131014:1809,0.0,0.0,20.91,3.82,0.0
20131014:1909,0.0,0.0,20.71,3.3,0.0
20131014:2009,0.0,0.0,20.5,2.78,0.0
20131014:2109,0.0,0.0,20.3,2.26,0.0
20131014:2209,0.0,0.0,20.29,2.19,0.0
20131014:2309,0.0,0.0,20.28,2.11,0.0
20131015:0009,0.0,0.0,20.27,2.04,0.0
20131015:0109,0.0,0.0,19.76,1.75,0.0
20131015:0209,0.0,0.0,19.25,1.46,0.0
20131015:0309,0.0,0.0,18.74,1.17,0.0
20131015:0409,0.0,0.0,19.15,1.01,0.0
20131015:0509,41.0,6.38,19.56,0.84,0.0
20131015:0609,247.0,17.41,19.97,0.68,0.0
20131015:0709,429.01,27.45,20.86,1.37,0.0
20131015:0809,575.01,35.81,21.76,2.06,0.0
20131015:0909,671.01,41.54,22.65,2.76,0.0
20131015:1009,714.01,43.62,23.59,3.16,0.0
20131015:1109,683.01,41.56,24.53,3.57,0.0
20131015:1209,589.01,35.85,25.48,3.97,0.0
20131015:1309,439.01,27.51,25.44,3.74,0.0
20131015:1409,258.01,17.48,25.4,3.51,0.0
20131015:1509,59.0,6.45,25.36,3.28,0.0
20131015:1609,0.0,0.0,24.21,2.63,0.0
20131015:1709,0.0,0.0,23.07,1.99,0.0
20131015:1809,0.0,0.0,21.93,1.34,0.0
20131015:1909,0.0,0.0,21.34,1.62,0.0
20131015:2009,0.0,0.0,20.75,1.91,0.0
20131015:2109,0.0,0.0,20.17,2.19,0.0
20131015:2209,0.0,0.0,20.12,2.3,0.0
20131015:2309,0.0,0.0,20.07,2.41,0.0
20131016:0009,0.0,0.0,20.03,2.52,0.0
20131016:0109,0.0,0.0,19.79,2.43,0.0
20131016:0209,0.0,0.0,19.55,2.34,0.0
20131016:0309,0.0,0.0,19.31,2.25,0.0
20131016:0409,0.0,0.0,19.57,2.33,0.0
20131016:0509,35.0,6.18,19.83,2.41,0.0
20131016:0609,41.0,17.19,20.09,2.5,0.0
20131016:0709,65.0,27.19,21.31,2.65,0.0
20131016:0809,61.0,35.51,22.53,2.8,0.0
20131016:0909,59.0,41.2,23.75,2.95,0.0
20131016:1009,88.0,43.25,23.17,3.7,0.0
20131016:1109,111.0,41.2,22.59,4.45,0.0
20131016:1209,238.0,35.5,22.01,5.2,0.0
20131016:1309,81.0,27.19,21.57,5.34,0.0
20131016:1409,85.0,17.19,21.13,5.49,0.0
20131016:1509,43.0,6.17,20.69,5.63,0.0
20131016:1609,0.0,0.0,20.41,5.28,0.0
20131016:1709,0.0,0.0,20.14,4.94,0.0
20131016:1809,0.0,0.0,19.86,4.59,0.0
20131016:1909,0.0,0.0,19.59,4.51,0.0
20131016:2009,0.0,0.0,19.32,4.43,0.0
20131016:2109,0.0,0.0,19.05,4.34,0.0
20131016:2209,0.0,0.0,19.07,4.04,0.0
20131016:2309,0.0,0.0,19.09,3.73,0.0
20131017:0009,0.0,0.0,19.12,3.42,0.0
20131017:0109,0.0,0.0,18.9,4.32,0.0
20131017:0209,0.0,0.0,18.69,5.22,0.0
20131017:0309,0.0,0.0,18.48,6.12,0.0
20131017:0409,0.0,0.0,18.48,6.15,0.0
20131017:0509,38.0,5.98,18.49,6.17,0.0
20131017:0609,99.0,16.97,18.5,6.19,0.0
20131017:0709,357.0,26.93,18.83,5.64,0.0
20131017:0809,568.01,35.21,19.17,5.08,0.0
20131017:0909,664.01,40.85,19.51,4.52,0.0
20131017:1009,677.01,42.88,19.68,4.97,0.0
20131017:1109,153.0,40.83,19.84,5.43,0.0
20131017:1209,554.01,35.16,20.01,5.88,0.0
20131017:1309,258.0,26.87,20.03,5.48,0.0
20131017:1409,175.0,16.9,20.05,5.08,0.0
20131017:1509,57.0,5.9,20.07,4.68,0.0
20131017:1609,0.0,0.0,19.49,4.15,0.0
20131017:1709,0.0,0.0,18.91,3.62,0.0
20131017:1809,0.0,0.0,18.33,3.09,0.0
20131017:1909,0.0,0.0,18.09,3.02,0.0
20131017:2009,0.0,0.0,17.85,2.94,0.0
20131017:2109,0.0,0.0,17.61,2.87,0.0
20131017:2209,0.0,0.0,17.62,2.98,0.0
20131017:2309,0.0,0.0,17.64,3.09,0.0
20131018:0009,0.0,0.0,17.66,3.2,0.0
20131018:0109,0.0,0.0,17.2,3.2,0.0
20131018:0209,0.0,0.0,16.75,3.19,0.0
20131018:0309,0.0,0.0,16.3,3.19,0.0
20131018:0409,0.0,0.0,16.56,3.42,0.0
20131018:0509,34.0,5.77,16.83,3.65,0.0
20131018:0609,248.01,16.74,17.1,3.88,0.0
20131018:0709,425.01,26.67,18.26,3.87,0.0
20131018:0809,576.01,34.91,19.43,3.87,0.0
20131018:0909,652.01,40.51,20.59,3.86,0.0
20131018:1009,680.01,42.52,21.17,3.43,0.0
20131018:1109,649.01,40.46,21.75,3.01,0.0
20131018:1209,548.01,34.82,22.34,2.58,0.0
20131018:1309,419.01,26.56,22.68,3.24,0.0
20131018:1409,239.0,16.61,23.03,3.9,0.0
20131018:1509,42.6,5.63,23.38,4.57,0.0
20131018:1609,0.0,0.0,22.31,3.85,0.0
20131018:1709,0.0,0.0,21.25,3.14,0.0
20131018:1809,0.0,0.0,20.19,2.43,0.0
20131018:1909,0.0,0.0,19.4,2.5,0.0
20131018:2009,0.0,0.0,18.61,2.57,0.0
20131018:2109,0.0,0.0,17.83,2.65,0.0
20131018:2209,0.0,0.0,17.59,2.86,0.0
20131018:2309,0.0,0.0,17.35,3.06,0.0
20131019:0009,0.0,0.0,17.12,3.27,0.0
20131019:0109,0.0,0.0,16.8,3.33,0.0
20131019:0209,0.0,0.0,16.49,3.4,0.0
20131019:0309,0.0,0.0,16.18,3.46,0.0
20131019:0409,0.0,0.0,16.52,3.34,0.0
20131019:0509,33.0,5.57,16.86,3.22,0.0
20131019:0609,245.01,16.51,17.2,3.1,0.0
20131019:0709,419.01,26.42,18.54,3.48,0.0
20131019:0809,559.01,34.61,19.88,3.85,0.0
20131019:0909,611.01,40.17,21.22,4.22,0.0
20131019:1009,626.01,42.15,21.53,3.78,0.0
20131019:1109,611.01,40.1,21.84,3.35,0.0
20131019:1209,512.01,34.48,22.16,2.91,0.0
20131019:1309,411.01,26.25,22.04,2.79,0.0
20131019:1409,231.0,16.33,21.92,2.67,0.0
20131019:1509,39.89,5.37,21.81,2.55,0.0
20131019:1609,0.0,0.0,20.59,2.69,0.0
20131019:1709,0.0,0.0,19.38,2.84,0.0
20131019:1809,0.0,0.0,18.16,2.98,0.0
20131019:1909,0.0,0.0,17.63,2.91,0.0
20131019:2009,0.0,0.0,17.09,2.84,0.0
20131019:2109,0.0,0.0,16.56,2.77,0.0
20131019:2209,0.0,0.0,16.44,2.72,0.0
20131019:2309,0.0,0.0,16.32,2.66,0.0
20131020:0009,0.0,0.0,16.2,2.61,0.0
20131020:0109,0.0,0.0,15.91,2.74,0.0
20131020:0209,0.0,0.0,15.62,2.88,0.0
20131020:0309,0.0,0.0,15.33,3.02,0.0
20131020:0409,0.0,0.0,15.64,3.15,0.0
20131020:0509,32.0,5.37,15.96,3.28,0.0
20131020:0609,239.01,16.29,16.28,3.41,0.0
20131020:0709,415.01,26.16,17.55,3.76,0.0
20131020:0809,551.01,34.31,18.83,4.11,0.0
20131020:0909,642.01,39.84,20.11,4.46,0.0
20131020:1009,670.01,41.79,20.46,4.67,0.0
20131020:1109,631.01,39.75,20.81,4.88,0.0
20131020:1209,538.01,34.15,21.16,5.09,0.0
20131020:1309,399.01,25.94,20.93,5.19,0.0
20131020:1409,220.0,16.04,20.7,5.29,0.0
20131020:1509,37.18,5.11,20.48,5.39,0.0
20131020:1609,0.0,0.0,19.58,4.88,0.0
20131020:1709,0.0,0.0,18.69,4.36,0.0
20131020:1809,0.0,0.0,17.79,3.85,0.0
20131020:1909,0.0,0.0,17.5,3.57,0.0
20131020:2009,0.0,0.0,17.21,3.29,0.0
20131020:2109,0.0,0.0,16.93,3.01,0.0
20131020:2209,0.0,0.0,16.82,2.92,0.0
20131020:2309,0.0,0.0,16.71,2.84,0.0
20131021:0009,0.0,0.0,16.61,2.76,0.0
20131021:0109,0.0,0.0,16.22,2.85,0.0
20131021:0209,0.0,0.0,15.84,2.94,0.0
20131021:0309,0.0,0.0,15.46,3.03,0.0
20131021:0409,0.0,0.0,15.4,2.75,0.0
20131021:0509,32.0,5.16,15.35,2.47,0.0
20131021:0609,235.01,16.06,15.3,2.19,0.0
20131021:0709,408.01,25.9,16.83,1.97,0.0
20131021:0809,544.01,34.01,18.36,1.74,0.0
20131021:0909,637.01,39.5,19.89,1.52,0.0
20131021:1009,664.01,41.43,20.56,1.2,0.0
20131021:1109,622.01,39.39,21.23,0.88,0.0
20131021:1209,533.01,33.81,21.91,0.57,0.0
20131021:1309,401.01,25.64,21.75,0.9,0.0
20131021:1409,222.0,15.77,21.6,1.24,0.0
20131021:1509,33.51,4.85,21.45,1.57,0.0
20131021:1609,0.0,0.0,20.75,1.63,0.0
20131021:1709,0.0,0.0,20.06,1.69,0.0
20131021:1809,0.0,0.0,19.36,1.75,0.0
20131021:1909,0.0,0.0,18.95,1.32,0.0
20131021:2009,0.0,0.0,18.54,0.89,0.0
20131021:2109,0.0,0.0,18.14,0.46,0.0
20131021:2209,0.0,0.0,17.93,0.61,0.0
20131021:2309,0.0,0.0,17.72,0.77,0.0
20131022:0009,0.0,0.0,17.52,0.92,0.0
20131022:0109,0.0,0.0,17.01,1.24,0.0
20131022:0209,0.0,0.0,16.5,1.56,0.0
20131022:0309,0.0,0.0,15.99,1.88,0.0
20131022:0409,0.0,0.0,15.97,1.9,0.0
20131022:0509,30.0,4.96,15.96,1.93,0.0
20131022:0609,231.01,15.83,15.95,1.96,0.0
20131022:0709,401.01,25.63,17.55,1.6,0.0
20131022:0809,542.01,33.71,19.16,1.24,0.0
20131022:0909,636.01,39.16,20.76,0.88,0.0
20131022:1009,659.01,41.08,21.57,0.75,0.0
20131022:1109,624.01,39.04,22.37,0.62,0.0
20131022:1209,533.01,33.49,23.18,0.48,0.0
20131022:1309,391.01,25.34,22.83,0.84,0.0
20131022:1409,215.0,15.5,22.48,1.2,0.0
20131022:1509,32.48,4.59,22.13,1.56,0.0
20131022:1609,0.0,0.0,21.33,1.83,0.0
20131022:1709,0.0,0.0,20.53,2.09,0.0
20131022:1809,0.0,0.0,19.73,2.36,0.0
20131022:1909,0.0,0.0,19.23,2.52,0.0
20131022:2009,0.0,0.0,18.73,2.68,0.0
20131022:2109,0.0,0.0,18.23,2.84,0.0
20131022:2209,0.0,0.0,17.71,2.74,0.0
20131022:2309,0.0,0.0,17.19,2.63,0.0
20131023:0009,0.0,0.0,16.68,2.52,0.0
20131023:0109,0.0,0.0,16.14,2.77,0.0
20131023:0209,0.0,0.0,15.6,3.01,0.0
20131023:0309,0.0,0.0,15.06,3.26,0.0
20131023:0409,0.0,0.0,15.41,3.3,0.0
20131023:0509,30.0,4.75,15.76,3.35,0.0
20131023:0609,222.01,15.6,16.12,3.39,0.0
20131023:0709,397.01,25.37,17.98,4.0,0.0
20131023:0809,537.01,33.41,19.85,4.61,0.0
20131023:0909,627.01,38.83,21.72,5.21,0.0
20131023:1009,654.01,40.72,22.41,5.81,0.0
20131023:1109,619.01,38.69,23.1,6.41,0.0
20131023:1209,531.01,33.16,23.79,7.01,0.0
20131023:1309,389.01,25.05,23.37,6.56,0.0
20131023:1409,214.0,15.23,22.95,6.11,0.0
20131023:1509,29.01,4.35,22.53,5.67,0.0
20131023:1609,0.0,0.0,21.26,5.05,0.0
20131023:1709,0.0,0.0,19.99,4.44,0.0
20131023:1809,0.0,0.0,18.72,3.82,0.0
20131023:1909,0.0,0.0,18.19,4.05,0.0
20131023:2009,0.0,0.0,17.66,4.27,0.0
20131023:2109,0.0,0.0,17.14,4.5,0.0
20131023:2209,0.0,0.0,16.98,4.8,0.0
20131023:2309,0.0,0.0,16.82,5.11,0.0
20131024:0009,0.0,0.0,16.66,5.42,0.0
20131024:0109,0.0,0.0,16.35,5.07,0.0
20131024:0209,0.0,0.0,16.05,4.71,0.0
20131024:0309,0.0,0.0,15.75,4.36,0.0
20131024:0409,0.0,0.0,16.0,4.66,0.0
20131024:0509,28.0,4.54,16.25,4.96,0.0
20131024:0609,221.01,15.37,16.51,5.26,0.0
20131024:0709,395.01,25.11,17.74,5.69,0.0
20131024:0809,553.01,33.11,18.98,6.13,0.0
20131024:0909,619.01,38.5,20.21,6.57,0.0
20131024:1009,645.01,40.37,20.92,6.65,0.0
20131024:1109,607.01,38.35,21.63,6.74,0.0
20131024:1209,520.01,32.84,22.35,6.83,0.0
20131024:1309,379.01,24.76,21.91,6.31,0.0
20131024:1409,206.0,14.96,21.47,5.79,0.0
20131024:1509,24.53,4.1,21.04,5.27,0.0
20131024:1609,0.0,0.0,19.85,4.66,0.0
20131024:1709,0.0,0.0,18.67,4.06,0.0
20131024:1809,0.0,0.0,17.49,3.45,0.0
20131024:1909,0.0,0.0,16.97,3.32,0.0
20131024:2009,0.0,0.0,16.45,3.2,0.0
20131024:2109,0.0,0.0,15.94,3.08,0.0
20131024:2209,0.0,0.0,15.82,3.13,0.0
20131024:2309,0.0,0.0,15.7,3.18,0.0
20131025:0009,0.0,0.0,15.58,3.23,0.0
20131025:0109,0.0,0.0,15.52,3.23,0.0
20131025:0209,0.0,0.0,15.46,3.23,0.0
20131025:0309,0.0,0.0,15.4,3.23,0.0
20131025:0409,0.0,0.0,15.55,3.37,0.0
20131025:0509,27.0,4.34,15.7,3.52,0.0
20131025:0609,216.01,15.14,15.85,3.67,0.0
20131025:0709,388.01,24.85,17.1,3.97,0.0
20131025:0809,528.01,32.82,18.36,4.28,0.0
20131025:0909,624.01,38.17,19.61,4.58,0.0
20131025:1009,644.01,40.03,20.24,4.51,0.0
20131025:1109,612.01,38.01,20.86,4.43,0.0
20131025:1209,524.01,32.52,21.49,4.36,0.0
20131025:1309,383.01,24.47,20.97,4.32,0.0
20131025:1409,203.0,14.7,20.45,4.28,0.0
20131025:1509,24.29,3.86,19.94,4.23,0.0
20131025:1609,0.0,0.0,18.87,3.8,0.0
20131025:1709,0.0,0.0,17.8,3.37,0.0
20131025:1809,0.0,0.0,16.73,2.94,0.0
20131025:1909,0.0,0.0,16.3,3.11,0.0
20131025:2009,0.0,0.0,15.87,3.28,0.0
20131025:2109,0.0,0.0,15.44,3.45,0.0
20131025:2209,0.0,0.0,15.25,3.31,0.0
20131025:2309,0.0,0.0,15.07,3.16,0.0
20131026:0009,0.0,0.0,14.89,3.02,0.0
20131026:0109,0.0,0.0,14.72,3.21,0.0
20131026:0209,0.0,0.0,14.55,3.4,0.0
20131026:0309,0.0,0.0,14.38,3.59,0.0
20131026:0409,0.0,0.0,14.73,3.21,0.0
20131026:0509,25.0,4.13,15.08,2.84,0.0
20131026:0609,210.01,14.91,15.44,2.47,0.0
20131026:0709,384.01,24.59,16.61,3.31,0.0
20131026:0809,517.01,32.52,17.78,4.14,0.0
20131026:0909,609.01,37.84,18.95,4.98,0.0
20131026:1009,632.01,39.68,19.76,4.9,0.0
20131026:1109,593.01,37.67,20.57,4.82,0.0
20131026:1209,501.01,32.21,21.38,4.74,0.0
20131026:1309,368.01,24.19,20.93,4.47,0.0
20131026:1409,195.0,14.44,20.48,4.2,0.0
20131026:1509,20.57,3.62,20.03,3.93,0.0
20131026:1609,0.0,0.0,19.36,3.59,0.0
20131026:1709,0.0,0.0,18.7,3.24,0.0
20131026:1809,0.0,0.0,18.04,2.9,0.0
20131026:1909,0.0,0.0,17.19,3.12,0.0
20131026:2009,0.0,0.0,16.33,3.34,0.0
20131026:2109,0.0,0.0,15.48,3.56,0.0
20131026:2209,0.0,0.0,15.23,3.37,0.0
20131026:2309,0.0,0.0,14.98,3.19,0.0
20131027:0009,0.0,0.0,14.74,3.01,0.0
20131027:0109,0.0,0.0,14.28,3.19,0.0
20131027:0209,0.0,0.0,13.82,3.37,0.0
20131027:0309,0.0,0.0,13.37,3.56,0.0
20131027:0409,0.0,0.0,13.58,3.13,0.0
20131027:0509,23.0,3.92,13.79,2.7,0.0
20131027:0609,208.01,14.68,14.0,2.28,0.0
20131027:0709,379.01,24.33,16.0,2.41,0.0
20131027:0809,518.01,32.23,18.0,2.54,0.0
20131027:0909,604.01,37.51,20.0,2.68,0.0
20131027:1009,627.01,39.34,21.0,2.63,0.0
20131027:1109,588.01,37.34,22.0,2.57,0.0
20131027:1209,508.01,31.9,23.0,2.52,0.0
20131027:1309,365.01,23.91,22.54,2.28,0.0
20131027:1409,193.0,14.19,22.09,2.04,0.0
20131027:1509,17.79,3.39,21.64,1.79,0.0
20131027:1609,0.0,0.0,20.93,1.96,0.0
20131027:1709,0.0,0.0,20.23,2.13,0.0
20131027:1809,0.0,0.0,19.53,2.3,0.0
20131027:1909,0.0,0.0,18.9,2.29,0.0
20131027:2009,0.0,0.0,18.27,2.27,0.0
20131027:2109,0.0,0.0,17.64,2.25,0.0
20131027:2209,0.0,0.0,17.38,2.35,0.0
20131027:2309,0.0,0.0,17.12,2.46,0.0
20131028:0009,0.0,0.0,16.86,2.57,0.0
20131028:0109,0.0,0.0,16.34,2.42,0.0
20131028:0209,0.0,0.0,15.82,2.28,0.0
20131028:0309,0.0,0.0,15.31,2.14,0.0
20131028:0409,0.0,0.0,15.36,2.05,0.0
20131028:0509,21.0,3.71,15.42,1.96,0.0
20131028:0609,203.01,14.45,15.48,1.88,0.0
20131028:0709,375.01,24.07,17.17,1.29,0.0
20131028:0809,508.01,31.93,18.87,0.7,0.0
20131028:0909,592.01,37.19,20.57,0.11,0.0
20131028:1009,618.01,39.0,21.47,0.53,0.0
20131028:1109,583.01,37.01,22.37,0.96,0.0
20131028:1209,503.01,31.6,23.28,1.38,0.0
20131028:1309,360.01,23.63,22.54,1.45,0.0
20131028:1409,187.0,13.94,21.8,1.53,0.0
20131028:1509,15.8,3.16,21.06,1.6,0.0
20131028:1609,0.0,0.0,20.4,1.39,0.0
20131028:1709,0.0,0.0,19.74,1.19,0.0
20131028:1809,0.0,0.0,19.08,0.98,0.0
20131028:1909,0.0,0.0,18.54,0.99,0.0
20131028:2009,0.0,0.0,17.99,1.0,0.0
20131028:2109,0.0,0.0,17.45,1.01,0.0
20131028:2209,0.0,0.0,17.22,0.85,0.0
20131028:2309,0.0,0.0,17.0,0.69,0.0
20131029:0009,0.0,0.0,16.78,0.52,0.0
20131029:0109,0.0,0.0,16.2,0.74,0.0
20131029:0209,0.0,0.0,15.62,0.95,0.0
20131029:0309,0.0,0.0,15.04,1.16,0.0
20131029:0409,0.0,0.0,15.21,1.11,0.0
20131029:0509,20.0,3.5,15.38,1.07,0.0
20131029:0609,197.0,14.22,15.55,1.02,0.0
20131029:0709,365.01,23.81,17.06,0.8,0.0
20131029:0809,509.01,31.64,18.58,0.59,0.0
20131029:0909,591.01,36.87,20.1,0.37,0.0
20131029:1009,613.01,38.67,21.0,0.48,0.0
20131029:1109,595.01,36.68,21.9,0.59,0.0
20131029:1209,525.01,31.3,22.81,0.7,0.0
20131029:1309,338.01,23.36,22.43,1.0,0.0
20131029:1409,154.0,13.7,22.05,1.29,0.0
20131029:1509,13.0,2.94,21.67,1.59,0.0
20131029:1609,0.0,0.0,20.95,1.53,0.0
20131029:1709,0.0,0.0,20.24,1.48,0.0
20131029:1809,0.0,0.0,19.53,1.42,0.0
20131029:1909,0.0,0.0,19.02,1.76,0.0
20131029:2009,0.0,0.0,18.5,2.09,0.0
20131029:2109,0.0,0.0,17.99,2.43,0.0
20131029:2209,0.0,0.0,17.75,2.31,0.0
20131029:2309,0.0,0.0,17.51,2.2,0.0
20131030:0009,0.0,0.0,17.28,2.08,0.0
20131030:0109,0.0,0.0,16.51,2.3,0.0
20131030:0209,0.0,0.0,15.74,2.51,0.0
20131030:0309,0.0,0.0,14.98,2.73,0.0
20131030:0409,0.0,0.0,15.19,2.7,0.0
20131030:0509,17.0,3.29,15.4,2.68,0.0
20131030:0609,190.0,13.99,15.61,2.65,0.0
20131030:0709,358.01,23.55,17.29,2.23,0.0
20131030:0809,498.01,31.35,18.97,1.81,0.0
20131030:0909,592.01,36.55,20.65,1.39,0.0
20131030:1009,605.01,38.34,21.39,1.44,0.0
20131030:1109,586.01,36.36,22.12,1.49,0.0
20131030:1209,501.01,31.0,22.86,1.54,0.0
20131030:1309,359.01,23.1,22.26,1.71,0.0
20131030:1409,181.0,13.46,21.67,1.88,0.0
20131030:1509,12.82,2.72,21.08,2.04,0.0
20131030:1609,0.0,0.0,20.0,2.23,0.0
20131030:1709,0.0,0.0,18.93,2.43,0.0
20131030:1809,0.0,0.0,17.85,2.62,0.0
20131030:1909,0.0,0.0,17.62,2.79,0.0
20131030:2009,0.0,0.0,17.38,2.96,0.0
20131030:2109,0.0,0.0,17.15,3.13,0.0
20131030:2209,0.0,0.0,16.9,3.24,0.0
20131030:2309,0.0,0.0,16.65,3.34,0.0
20131031:0009,0.0,0.0,16.41,3.45,0.0
20131031:0109,0.0,0.0,15.98,3.48,0.0
20131031:0209,0.0,0.0,15.55,3.5,0.0
20131031:0309,0.0,0.0,15.13,3.53,0.0
20131031:0409,0.0,0.0,15.41,3.23,0.0
20131031:0509,17.0,3.08,15.69,2.92,0.0
20131031:0609,187.0,13.76,15.98,2.62,0.0
20131031:0709,330.01,23.29,17.5,3.15,0.0
20131031:0809,494.01,31.06,19.03,3.68,0.0
20131031:0909,578.01,36.23,20.55,4.21,0.0
20131031:1009,613.01,38.01,21.14,4.43,0.0
20131031:1109,585.01,36.04,21.73,4.66,0.0
20131031:1209,507.01,30.71,22.33,4.88,0.0
20131031:1309,353.01,22.83,21.94,4.74,0.0
20131031:1409,180.0,13.23,21.56,4.6,0.0
20131031:1509,11.82,2.51,21.18,4.46,0.0
20131031:1609,0.0,0.0,19.99,3.91,0.0
20131031:1709,0.0,0.0,18.8,3.36,0.0
20131031:1809,0.0,0.0,17.61,2.81,0.0
20131031:1909,0.0,0.0,17.13,2.88,0.0
20131031:2009,0.0,0.0,16.64,2.95,0.0
20131031:2109,0.0,0.0,16.16,3.02,0.0
20131031:2209,0.0,0.0,16.07,3.55,0.0
20131031:2309,0.0,0.0,15.98,4.09,0.0
20131101:0009,0.0,0.0,15.89,4.62,0.0
20131101:0109,0.0,0.0,15.79,4.46,0.0
20131101:0209,0.0,0.0,15.7,4.3,0.0
20131101:0309,0.0,0.0,15.6,4.14,0.0
20131101:0409,0.0,0.0,15.75,4.31,0.0
20131101:0509,3.0,2.87,15.9,4.48,0.0
20131101:0609,189.01,13.52,16.04,4.65,0.0
20131101:0709,356.01,23.03,16.77,4.84,0.0
20131101:0809,491.01,30.77,17.5,5.03,0.0
20131101:0909,571.01,35.92,18.23,5.23,0.0
20131101:1009,620.01,37.69,18.76,5.37,0.0
20131101:1109,591.01,35.73,19.28,5.52,0.0
20131101:1209,491.01,30.43,19.81,5.67,0.0
20131101:1309,356.01,22.58,19.4,5.22,0.0
20131101:1409,184.01,13.0,18.99,4.78,0.0
20131101:1509,2.0,2.3,18.57,4.33,0.0
20131101:1609,0.0,0.0,17.81,3.79,0.0
20131101:1709,0.0,0.0,17.06,3.26,0.0
20131101:1809,0.0,0.0,16.3,2.72,0.0
20131101:1909,0.0,0.0,16.15,2.85,0.0
20131101:2009,0.0,0.0,15.99,2.97,0.0
20131101:2109,0.0,0.0,15.84,3.1,0.0
20131101:2209,0.0,0.0,15.65,2.93,0.0
20131101:2309,0.0,0.0,15.47,2.76,0.0
20131102:0009,0.0,0.0,15.28,2.59,0.0
20131102:0109,0.0,0.0,15.16,2.74,0.0
20131102:0209,0.0,0.0,15.05,2.89,0.0
20131102:0309,0.0,0.0,14.93,3.03,0.0
20131102:0409,0.0,0.0,14.95,2.85,0.0
20131102:0509,2.0,2.66,14.97,2.67,0.0
20131102:0609,184.01,13.29,14.99,2.48,0.0
20131102:0709,349.01,22.78,16.47,2.16,0.0
20131102:0809,484.01,30.48,17.95,1.83,0.0
20131102:0909,557.01,35.61,19.43,1.5,0.0
20131102:1009,608.01,37.37,20.1,1.13,0.0
20131102:1109,506.01,35.42,20.77,0.76,0.0
20131102:1209,449.01,30.14,21.44,0.39,0.0
20131102:1309,319.01,22.33,21.21,0.8,0.0
20131102:1409,170.0,12.77,20.97,1.2,0.0
