time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130710:0809,679.0,143.0,0.0,56.15,26.33,6.16,0.0
20130710:0909,764.0,156.0,0.0,66.72,26.62,6.44,0.0
20130710:1009,708.0,223.0,0.0,73.72,27.04,6.34,0.0
20130710:1109,686.0,231.0,0.0,72.12,27.47,6.24,0.0
20130710:1209,187.0,430.0,0.0,63.45,27.89,6.14,0.0
20130710:1309,221.0,361.0,0.0,52.4,27.67,5.9,0.0
20130710:1409,269.0,253.0,0.0,40.68,27.44,5.66,0.0
20130710:1509,281.0,134.0,0.0,28.87,27.21,5.42,0.0
20130710:1609,173.0,72.0,0.0,17.27,26.92,4.6,0.0
20130710:1709,23.0,36.0,0.0,6.11,26.63,3.78,0.0
20130710:1809,0.0,0.0,0.0,0.0,26.33,2.97,0.0
20130710:1909,0.0,0.0,0.0,0.0,26.08,2.81,0.0
20130710:2009,0.0,0.0,0.0,0.0,25.83,2.65,0.0
20130710:2109,0.0,0.0,0.0,0.0,25.58,2.5,0.0
20130710:2209,0.0,0.0,0.0,0.0,25.26,2.51,0.0
20130710:2309,0.0,0.0,0.0,0.0,24.94,2.51,0.0
20130711:0009,0.0,0.0,0.0,0.0,24.62,2.52,0.0
20130711:0109,0.0,0.0,0.0,0.0,24.22,2.51,0.0
20130711:0209,0.0,0.0,0.0,0.0,23.82,2.51,0.0
20130711:0309,0.0,0.0,0.0,0.0,23.42,2.5,0.0
20130711:0409,50.0,58.0,0.0,9.61,24.28,2.79,0.0
20130711:0509,197.0,98.0,0.0,20.95,25.13,3.08,0.0
20130711:0609,371.0,121.0,0.0,32.65,25.98,3.37,0.0
20130711:0709,537.0,135.0,0.0,44.47,26.47,3.09,0.0
20130711:0809,678.0,143.0,0.0,56.05,26.95,2.81,0.0
20130711:0909,590.0,264.0,0.0,66.6,27.44,2.54,0.0
20130711:1009,503.0,343.0,0.0,73.59,27.72,2.26,0.0
20130711:1109,453.0,363.0,0.0,72.02,28.01,1.98,0.0
20130711:1209,709.0,173.0,0.0,63.39,28.29,1.7,0.0
20130711:1309,624.0,149.0,0.0,52.35,28.13,2.77,0.0
20130711:1409,503.0,120.0,0.0,40.64,27.96,3.85,0.0
20130711:1509,321.0,110.0,0.0,28.83,27.79,4.92,0.0
20130711:1609,147.0,86.0,0.0,17.22,27.37,4.35,0.0
20130711:1709,25.0,35.0,0.0,6.06,26.94,3.78,0.0
20130711:1809,0.0,0.0,0.0,0.0,26.51,3.21,0.0
20130711:1909,0.0,0.0,0.0,0.0,26.08,2.78,0.0
20130711:2009,0.0,0.0,0.0,0.0,25.64,2.34,0.0
20130711:2109,0.0,0.0,0.0,0.0,25.21,1.9,0.0
20130711:2209,0.0,0.0,0.0,0.0,25.03,1.87,0.0
20130711:2309,0.0,0.0,0.0,0.0,24.84,1.84,0.0
20130712:0009,0.0,0.0,0.0,0.0,24.66,1.81,0.0
20130712:0109,0.0,0.0,0.0,0.0,24.37,2.06,0.0
20130712:0209,0.0,0.0,0.0,0.0,24.08,2.3,0.0
20130712:0309,0.0,0.0,0.0,0.0,23.79,2.55,0.0
20130712:0409,33.0,62.0,0.0,9.51,24.49,2.47,0.0
20130712:0509,174.0,110.0,0.0,20.85,25.18,2.4,0.0
20130712:0609,342.0,137.0,0.0,32.55,25.87,2.32,0.0
20130712:0709,516.0,148.0,0.0,44.37,26.53,1.79,0.0
20130712:0809,677.0,143.0,0.0,55.94,27.18,1.26,0.0
20130712:0909,777.0,146.0,0.0,66.48,27.84,0.73,0.0
20130712:1009,840.0,138.0,0.0,73.45,28.17,1.14,0.0
20130712:1109,816.0,147.0,0.0,71.92,28.5,1.54,0.0
20130712:1209,750.0,146.0,0.0,63.32,28.83,1.94,0.0
20130712:1309,636.0,141.0,0.0,52.3,28.53,2.46,0.0
20130712:1409,484.0,132.0,0.0,40.6,28.22,2.97,0.0
20130712:1509,308.0,118.0,0.0,28.79,27.91,3.48,0.0
20130712:1609,138.0,91.0,0.0,17.17,27.57,2.84,0.0
20130712:1709,22.0,36.0,0.0,6.0,27.23,2.2,0.0
20130712:1809,0.0,0.0,0.0,0.0,26.89,1.56,0.0
20130712:1909,0.0,0.0,0.0,0.0,26.58,1.6,0.0
20130712:2009,0.0,0.0,0.0,0.0,26.27,1.63,0.0
20130712:2109,0.0,0.0,0.0,0.0,25.96,1.67,0.0
20130712:2209,0.0,0.0,0.0,0.0,25.68,1.81,0.0
20130712:2309,0.0,0.0,0.0,0.0,25.4,1.95,0.0
20130713:0009,0.0,0.0,0.0,0.0,25.12,2.1,0.0
20130713:0109,0.0,0.0,0.0,0.0,24.72,2.28,0.0
20130713:0209,0.0,0.0,0.0,0.0,24.32,2.46,0.0
20130713:0309,0.0,0.0,0.0,0.0,23.91,2.63,0.0
20130713:0409,45.0,58.0,0.0,9.4,24.66,3.27,0.0
20130713:0509,194.0,98.0,0.0,20.75,25.4,3.9,0.0
20130713:0609,368.0,120.0,0.0,32.45,26.14,4.54,0.0
20130713:0709,534.0,135.0,0.0,44.27,26.62,4.54,0.0
20130713:0809,591.0,196.0,0.0,55.84,27.09,4.55,0.0
20130713:0909,354.0,387.0,0.0,66.36,27.57,4.55,0.0
20130713:1009,84.0,463.0,0.0,73.31,27.7,4.27,0.0
20130713:1109,26.0,411.0,0.0,71.8,27.83,3.99,0.0
20130713:1209,6.0,333.0,0.0,63.25,27.96,3.71,0.0
20130713:1309,240.0,353.0,0.0,52.25,27.83,3.78,0.0
20130713:1409,484.0,131.0,0.0,40.55,27.7,3.85,0.0
20130713:1509,319.0,111.0,0.0,28.74,27.56,3.92,0.0
20130713:1609,151.0,83.0,0.0,17.12,27.36,3.61,0.0
20130713:1709,25.0,34.0,0.0,5.93,27.16,3.31,0.0
20130713:1809,0.0,0.0,0.0,0.0,26.95,3.01,0.0
20130713:1909,0.0,0.0,0.0,0.0,26.62,2.63,0.0
20130713:2009,0.0,0.0,0.0,0.0,26.29,2.26,0.0
20130713:2109,0.0,0.0,0.0,0.0,25.96,1.89,0.0
20130713:2209,0.0,0.0,0.0,0.0,25.78,1.94,0.0
20130713:2309,0.0,0.0,0.0,0.0,25.59,2.0,0.0
20130714:0009,0.0,0.0,0.0,0.0,25.41,2.06,0.0
20130714:0109,0.0,0.0,0.0,0.0,25.04,2.22,0.0
20130714:0209,0.0,0.0,0.0,0.0,24.68,2.39,0.0
20130714:0309,0.0,0.0,0.0,0.0,24.31,2.55,0.0
20130714:0409,31.0,61.0,0.0,9.29,25.18,3.0,0.0
20130714:0509,179.0,105.0,0.0,20.64,26.05,3.45,0.0
20130714:0609,353.0,129.0,0.0,32.35,26.91,3.9,0.0
20130714:0709,533.0,135.0,0.0,44.17,27.31,4.09,0.0
20130714:0809,675.0,142.0,0.0,55.73,27.72,4.27,0.0
20130714:0909,761.0,156.0,0.0,66.23,28.12,4.46,0.0
20130714:1009,435.0,377.0,0.0,73.16,28.32,4.13,0.0
20130714:1109,567.0,300.0,0.0,71.68,28.51,3.81,0.0
20130714:1209,642.0,214.0,0.0,63.17,28.71,3.49,0.0
20130714:1309,544.0,197.0,0.0,52.19,28.46,4.38,0.0
20130714:1409,474.0,137.0,0.0,40.49,28.21,5.26,0.0
20130714:1509,307.0,117.0,0.0,28.68,27.95,6.15,0.0
20130714:1609,137.0,90.0,0.0,17.05,27.66,5.68,0.0
20130714:1709,24.0,34.0,0.0,5.86,27.36,5.2,0.0
20130714:1809,0.0,0.0,0.0,0.0,27.06,4.73,0.0
20130714:1909,0.0,0.0,0.0,0.0,26.76,4.1,0.0
20130714:2009,0.0,0.0,0.0,0.0,26.46,3.47,0.0
20130714:2109,0.0,0.0,0.0,0.0,26.16,2.84,0.0
20130714:2209,0.0,0.0,0.0,0.0,25.94,2.69,0.0
20130714:2309,0.0,0.0,0.0,0.0,25.73,2.54,0.0
20130715:0009,0.0,0.0,0.0,0.0,25.51,2.39,0.0
20130715:0109,0.0,0.0,0.0,0.0,25.13,2.64,0.0
20130715:0209,0.0,0.0,0.0,0.0,24.75,2.9,0.0
20130715:0309,0.0,0.0,0.0,0.0,24.37,3.16,0.0
20130715:0409,32.0,59.0,0.0,9.17,25.11,3.88,0.0
20130715:0509,167.0,110.0,0.0,20.53,25.85,4.6,0.0
20130715:0609,338.0,137.0,0.0,32.25,26.59,5.32,0.0
20130715:0709,512.0,147.0,0.0,44.06,26.99,5.39,0.0
20130715:0809,661.0,151.0,0.0,55.62,27.38,5.45,0.0
20130715:0909,676.0,209.0,0.0,66.1,27.78,5.52,0.0
20130715:1009,748.0,196.0,0.0,73.01,27.93,5.08,0.0
20130715:1109,783.0,168.0,0.0,71.55,28.09,4.64,0.0
20130715:1209,694.0,181.0,0.0,63.08,28.24,4.21,0.0
20130715:1309,646.0,133.0,0.0,52.12,28.01,4.78,0.0
20130715:1409,482.0,132.0,0.0,40.43,27.78,5.35,0.0
20130715:1509,300.0,121.0,0.0,28.62,27.54,5.92,0.0
20130715:1609,136.0,90.0,0.0,16.99,27.31,5.45,0.0
20130715:1709,23.0,34.0,0.0,5.79,27.07,4.98,0.0
20130715:1809,0.0,0.0,0.0,0.0,26.83,4.51,0.0
20130715:1909,0.0,0.0,0.0,0.0,26.54,3.79,0.0
20130715:2009,0.0,0.0,0.0,0.0,26.24,3.08,0.0
20130715:2109,0.0,0.0,0.0,0.0,25.95,2.36,0.0
20130715:2209,0.0,0.0,0.0,0.0,25.72,2.22,0.0
20130715:2309,0.0,0.0,0.0,0.0,25.48,2.07,0.0
20130716:0009,0.0,0.0,0.0,0.0,25.25,1.93,0.0
20130716:0109,0.0,0.0,0.0,0.0,24.81,2.15,0.0
20130716:0209,0.0,0.0,0.0,0.0,24.37,2.36,0.0
20130716:0309,0.0,0.0,0.0,0.0,23.93,2.58,0.0
20130716:0409,32.0,58.0,0.0,9.06,24.61,3.2,0.0
20130716:0509,166.0,110.0,0.0,20.43,25.29,3.81,0.0
20130716:0609,350.0,128.0,0.0,32.14,25.97,4.43,0.0
20130716:0709,511.0,147.0,0.0,43.96,26.37,4.87,0.0
20130716:0809,623.0,174.0,0.0,55.5,26.76,5.32,0.0
20130716:0909,317.0,401.0,0.0,65.97,27.16,5.77,0.0
20130716:1009,155.0,470.0,0.0,72.85,27.16,5.67,0.0
20130716:1109,1.0,315.0,0.0,71.42,27.17,5.57,0.0
20130716:1209,22.0,379.0,0.0,62.99,27.17,5.48,0.0
20130716:1309,142.0,378.0,0.0,52.05,26.98,5.67,0.0
20130716:1409,464.0,142.0,0.0,40.37,26.78,5.86,0.0
20130716:1509,335.0,99.0,0.0,28.55,26.58,6.06,0.0
20130716:1609,143.0,86.0,0.0,16.92,26.39,5.75,0.0
20130716:1709,25.0,26.72,0.0,5.71,26.2,5.44,0.0
20130716:1809,0.0,0.0,0.0,0.0,26.01,5.13,0.0
20130716:1909,0.0,0.0,0.0,0.0,25.79,4.88,0.0
20130716:2009,0.0,0.0,0.0,0.0,25.58,4.63,0.0
20130716:2109,0.0,0.0,0.0,0.0,25.36,4.37,0.0
20130716:2209,0.0,0.0,0.0,0.0,25.2,4.6,0.0
20130716:2309,0.0,0.0,0.0,0.0,25.04,4.83,0.0
20130717:0009,0.0,0.0,0.0,0.0,24.88,5.06,0.0
20130717:0109,0.0,0.0,0.0,0.0,24.28,5.07,0.0
20130717:0209,0.0,0.0,0.0,0.0,23.69,5.08,0.0
20130717:0309,0.0,0.0,0.0,0.0,23.09,5.09,0.0
20130717:0409,0.0,12.0,0.0,8.94,23.15,5.76,0.0
20130717:0509,0.0,45.0,0.0,20.32,23.21,6.42,0.0
20130717:0609,0.0,143.0,0.0,32.04,23.27,7.09,0.0
20130717:0709,7.0,258.0,0.0,43.85,23.03,7.43,0.0
20130717:0809,195.0,387.0,0.0,55.39,22.79,7.78,0.0
20130717:0909,61.0,431.0,0.0,65.83,22.55,8.12,0.0
20130717:1009,675.0,241.0,0.0,72.68,22.97,8.08,0.0
20130717:1109,738.0,196.0,0.0,71.28,23.38,8.03,0.0
20130717:1209,706.0,172.0,0.0,62.89,23.8,7.99,0.0
20130717:1309,609.0,156.0,0.0,51.97,23.95,7.82,0.0
20130717:1409,463.0,142.0,0.0,40.3,24.1,7.65,0.0
20130717:1509,304.0,118.0,0.0,28.48,24.24,7.48,0.0
20130717:1609,142.0,85.0,0.0,16.84,24.3,6.93,0.0
20130717:1709,20.0,28.75,0.0,5.62,24.35,6.38,0.0
20130717:1809,0.0,0.0,0.0,0.0,24.4,5.83,0.0
20130717:1909,0.0,0.0,0.0,0.0,24.33,5.54,0.0
20130717:2009,0.0,0.0,0.0,0.0,24.26,5.24,0.0
20130717:2109,0.0,0.0,0.0,0.0,24.19,4.94,0.0
20130717:2209,0.0,0.0,0.0,0.0,24.08,5.24,0.0
20130717:2309,0.0,0.0,0.0,0.0,23.97,5.54,0.0
20130718:0009,0.0,0.0,0.0,0.0,23.86,5.85,0.0
20130718:0109,0.0,0.0,0.0,0.0,23.53,6.01,0.0
20130718:0209,0.0,0.0,0.0,0.0,23.2,6.17,0.0
20130718:0309,0.0,0.0,0.0,0.0,22.86,6.33,0.0
20130718:0409,49.0,51.0,0.0,8.82,23.31,6.85,0.0
20130718:0509,205.0,86.0,0.0,20.2,23.76,7.37,0.0
20130718:0609,388.0,103.0,0.0,31.93,24.2,7.89,0.0
20130718:0709,508.0,147.0,0.0,43.74,24.55,7.99,0.0
20130718:0809,657.0,151.0,0.0,55.27,24.9,8.08,0.0
20130718:0909,786.0,136.0,0.0,65.69,25.25,8.18,0.0
20130718:1009,789.0,168.0,0.0,72.51,25.58,8.11,0.0
20130718:1109,796.0,158.0,0.0,71.13,25.9,8.04,0.0
20130718:1209,732.0,155.0,0.0,62.79,26.23,7.97,0.0
20130718:1309,632.0,140.0,0.0,51.89,25.97,7.82,0.0
20130718:1409,471.0,137.0,0.0,40.22,25.7,7.67,0.0
20130718:1509,303.0,117.0,0.0,28.41,25.43,7.52,0.0
20130718:1609,141.0,85.0,0.0,16.76,25.28,6.78,0.0
20130718:1709,21.0,26.72,0.0,5.53,25.12,6.04,0.0
20130718:1809,0.0,0.0,0.0,0.0,24.96,5.3,0.0
20130718:1909,0.0,0.0,0.0,0.0,24.78,5.08,0.0
20130718:2009,0.0,0.0,0.0,0.0,24.6,4.86,0.0
20130718:2109,0.0,0.0,0.0,0.0,24.42,4.63,0.0
20130718:2209,0.0,0.0,0.0,0.0,24.21,4.86,0.0
20130718:2309,0.0,0.0,0.0,0.0,24.01,5.09,0.0
20130719:0009,0.0,0.0,0.0,0.0,23.8,5.32,0.0
20130719:0109,0.0,0.0,0.0,0.0,23.44,5.31,0.0
20130719:0209,0.0,0.0,0.0,0.0,23.08,5.31,0.0
20130719:0309,0.0,0.0,0.0,0.0,22.72,5.3,0.0
20130719:0409,50.0,49.0,0.0,8.7,23.36,5.79,0.0
20130719:0509,207.0,83.0,0.0,20.09,24.0,6.28,0.0
20130719:0609,372.0,112.0,0.0,31.82,24.63,6.77,0.0
20130719:0709,536.0,128.0,0.0,43.63,24.98,7.24,0.0
20130719:0809,694.0,126.0,0.0,55.15,25.33,7.7,0.0
20130719:0909,799.0,127.0,0.0,65.54,25.68,8.17,0.0
20130719:1009,898.0,95.0,0.0,72.33,25.99,7.86,0.0
20130719:1109,905.0,84.0,0.0,70.98,26.31,7.56,0.0
20130719:1209,817.0,98.0,0.0,62.68,26.62,7.26,0.0
20130719:1309,655.0,125.0,0.0,51.8,26.44,6.94,0.0
20130719:1409,470.0,137.0,0.0,40.14,26.26,6.62,0.0
20130719:1509,302.0,117.0,0.0,28.33,26.08,6.3,0.0
20130719:1609,140.0,85.0,0.0,16.67,25.93,5.37,0.0
20130719:1709,20.0,26.89,0.0,5.43,25.78,4.44,0.0
20130719:1809,0.0,0.0,0.0,0.0,25.63,3.5,0.0
20130719:1909,0.0,0.0,0.0,0.0,25.34,3.3,0.0
20130719:2009,0.0,0.0,0.0,0.0,25.04,3.1,0.0
20130719:2109,0.0,0.0,0.0,0.0,24.75,2.9,0.0
20130719:2209,0.0,0.0,0.0,0.0,24.57,2.89,0.0
20130719:2309,0.0,0.0,0.0,0.0,24.38,2.88,0.0
20130720:0009,0.0,0.0,0.0,0.0,24.2,2.87,0.0
20130720:0109,0.0,0.0,0.0,0.0,23.75,2.8,0.0
20130720:0209,0.0,0.0,0.0,0.0,23.31,2.73,0.0
20130720:0309,0.0,0.0,0.0,0.0,22.86,2.66,0.0
20130720:0409,44.0,51.0,0.0,8.58,23.77,3.16,0.0
20130720:0509,198.0,87.0,0.0,19.97,24.68,3.66,0.0
20130720:0609,371.0,111.0,0.0,31.71,25.59,4.15,0.0
20130720:0709,535.0,128.0,0.0,43.51,26.19,4.83,0.0
20130720:0809,667.0,143.0,0.0,55.02,26.78,5.5,0.0
20130720:0909,755.0,155.0,0.0,65.4,27.38,6.18,0.0
20130720:1009,673.0,240.0,0.0,72.15,27.67,6.27,0.0
20130720:1109,418.0,377.0,0.0,70.82,27.95,6.36,0.0
20130720:1209,281.0,400.0,0.0,62.56,28.24,6.46,0.0
20130720:1309,487.0,229.0,0.0,51.71,27.86,6.27,0.0
20130720:1409,469.0,136.0,0.0,40.06,27.47,6.08,0.0
20130720:1509,295.0,121.0,0.0,28.24,27.08,5.89,0.0
20130720:1609,139.0,84.0,0.0,16.58,26.84,4.84,0.0
20130720:1709,18.0,27.31,0.0,5.33,26.6,3.78,0.0
20130720:1809,0.0,0.0,0.0,0.0,26.36,2.73,0.0
20130720:1909,0.0,0.0,0.0,0.0,26.06,2.72,0.0
20130720:2009,0.0,0.0,0.0,0.0,25.76,2.71,0.0
20130720:2109,0.0,0.0,0.0,0.0,25.46,2.7,0.0
20130720:2209,0.0,0.0,0.0,0.0,25.23,2.95,0.0
20130720:2309,0.0,0.0,0.0,0.0,25.0,3.19,0.0
20130721:0009,0.0,0.0,0.0,0.0,24.77,3.43,0.0
20130721:0109,0.0,0.0,0.0,0.0,24.45,3.3,0.0
20130721:0209,0.0,0.0,0.0,0.0,24.13,3.16,0.0
20130721:0309,0.0,0.0,0.0,0.0,23.81,3.02,0.0
20130721:0409,30.0,54.0,0.0,8.45,24.72,3.42,0.0
20130721:0509,172.0,101.0,0.0,19.85,25.62,3.81,0.0
20130721:0609,342.0,128.0,0.0,31.59,26.52,4.21,0.0
20130721:0709,513.0,141.0,0.0,43.4,27.21,4.36,0.0
20130721:0809,654.0,150.0,0.0,54.9,27.9,4.52,0.0
20130721:0909,768.0,146.0,0.0,65.24,28.59,4.68,0.0
20130721:1009,802.0,158.0,0.0,71.96,28.66,4.98,0.0
20130721:1109,735.0,195.0,0.0,70.65,28.74,5.28,0.0
20130721:1209,624.0,221.0,0.0,62.44,28.81,5.59,0.0
20130721:1309,487.0,228.0,0.0,51.61,28.57,5.51,0.0
20130721:1409,318.0,223.0,0.0,39.97,28.33,5.43,0.0
20130721:1509,294.0,120.0,0.0,28.15,28.08,5.35,0.0
20130721:1609,130.0,88.0,0.0,16.48,27.79,5.04,0.0
20130721:1709,18.0,26.37,0.0,5.22,27.5,4.73,0.0
20130721:1809,0.0,0.0,0.0,0.0,27.21,4.41,0.0
20130721:1909,0.0,0.0,0.0,0.0,26.9,4.33,0.0
20130721:2009,0.0,0.0,0.0,0.0,26.58,4.24,0.0
20130721:2109,0.0,0.0,0.0,0.0,26.27,4.15,0.0
20130721:2209,0.0,0.0,0.0,0.0,25.98,4.51,0.0
20130721:2309,0.0,0.0,0.0,0.0,25.69,4.87,0.0
20130722:0009,0.0,0.0,0.0,0.0,25.4,5.23,0.0
20130722:0109,0.0,0.0,0.0,0.0,24.88,5.35,0.0
20130722:0209,0.0,0.0,0.0,0.0,24.36,5.48,0.0
20130722:0309,0.0,0.0,0.0,0.0,23.84,5.6,0.0
20130722:0409,9.0,51.0,0.0,8.32,24.18,6.0,0.0
20130722:0509,120.0,125.0,0.0,19.74,24.52,6.39,0.0
20130722:0609,280.0,162.0,0.0,31.48,24.86,6.79,0.0
20130722:0709,106.0,324.0,0.0,43.28,24.84,6.94,0.0
20130722:0809,1.0,256.0,0.0,54.77,24.82,7.09,0.0
20130722:0909,425.0,348.0,0.0,65.09,24.8,7.24,0.0
20130722:1009,497.0,340.0,0.0,71.77,24.76,7.5,0.0
20130722:1109,599.0,278.0,0.0,70.47,24.73,7.76,0.0
20130722:1209,771.0,127.0,0.0,62.31,24.69,8.01,0.0
20130722:1309,628.0,140.0,0.0,51.5,24.81,7.72,0.0
20130722:1409,475.0,131.0,0.0,39.87,24.93,7.43,0.0
20130722:1509,299.0,116.0,0.0,28.05,25.04,7.13,0.0
20130722:1609,131.0,87.0,0.0,16.38,24.94,6.61,0.0
20130722:1709,17.0,25.67,0.0,5.11,24.84,6.08,0.0
20130722:1809,0.0,0.0,0.0,0.0,24.74,5.56,0.0
20130722:1909,0.0,0.0,0.0,0.0,24.59,5.09,0.0
20130722:2009,0.0,0.0,0.0,0.0,24.44,4.63,0.0
20130722:2109,0.0,0.0,0.0,0.0,24.29,4.17,0.0
20130722:2209,0.0,0.0,0.0,0.0,24.13,4.22,0.0
20130722:2309,0.0,0.0,0.0,0.0,23.96,4.28,0.0
20130723:0009,0.0,0.0,0.0,0.0,23.8,4.33,0.0
20130723:0109,0.0,0.0,0.0,0.0,23.35,4.07,0.0
20130723:0209,0.0,0.0,0.0,0.0,22.9,3.82,0.0
20130723:0309,0.0,0.0,0.0,0.0,22.44,3.56,0.0
20130723:0409,30.0,52.0,0.0,8.19,23.21,4.13,0.0
20130723:0509,186.0,90.0,0.0,19.61,23.98,4.71,0.0
20130723:0609,352.0,119.0,0.0,31.36,24.74,5.28,0.0
20130723:0709,501.0,146.0,0.0,43.16,25.29,5.86,0.0
20130723:0809,639.0,158.0,0.0,54.64,25.84,6.43,0.0
20130723:0909,723.0,174.0,0.0,64.93,26.39,7.01,0.0
20130723:1009,785.0,167.0,0.0,71.58,26.74,6.95,0.0
20130723:1109,806.0,148.0,0.0,70.29,27.08,6.9,0.0
20130723:1209,741.0,146.0,0.0,62.17,27.43,6.84,0.0
20130723:1309,615.0,148.0,0.0,51.39,27.27,6.58,0.0
20130723:1409,448.0,147.0,0.0,39.77,27.11,6.33,0.0
20130723:1509,297.0,117.0,0.0,27.95,26.94,6.07,0.0
20130723:1609,133.0,85.0,0.0,16.27,26.69,5.16,0.0
20130723:1709,14.0,26.35,0.0,4.99,26.44,4.25,0.0
20130723:1809,0.0,0.0,0.0,0.0,26.19,3.34,0.0
20130723:1909,0.0,0.0,0.0,0.0,26.08,3.14,0.0
20130723:2009,0.0,0.0,0.0,0.0,25.96,2.95,0.0
20130723:2109,0.0,0.0,0.0,0.0,25.85,2.76,0.0
20130723:2209,0.0,0.0,0.0,0.0,25.4,2.91,0.0
20130723:2309,0.0,0.0,0.0,0.0,24.96,3.06,0.0
20130724:0009,0.0,0.0,0.0,0.0,24.51,3.21,0.0
20130724:0109,0.0,0.0,0.0,0.0,24.05,3.18,0.0
20130724:0209,0.0,0.0,0.0,0.0,23.6,3.14,0.0
20130724:0309,0.0,0.0,0.0,0.0,23.14,3.1,0.0
20130724:0409,48.0,44.0,0.0,8.06,24.11,3.62,0.0
20130724:0509,208.0,76.0,0.0,19.49,25.07,4.13,0.0
20130724:0609,371.0,106.0,0.0,31.24,26.03,4.65,0.0
20130724:0709,519.0,134.0,0.0,43.04,26.89,5.12,0.0
20130724:0809,662.0,142.0,0.0,54.51,27.76,5.59,0.0
20130724:0909,750.0,156.0,0.0,64.77,28.62,6.06,0.0
20130724:1009,783.0,168.0,0.0,71.37,28.86,5.97,0.0
20130724:1109,790.0,158.0,0.0,70.11,29.1,5.89,0.0
20130724:1209,726.0,155.0,0.0,62.03,29.34,5.81,0.0
20130724:1309,602.0,155.0,0.0,51.28,29.11,5.18,0.0
20130724:1409,447.0,147.0,0.0,39.66,28.88,4.56,0.0
20130724:1509,285.0,123.0,0.0,27.84,28.65,3.93,0.0
20130724:1609,126.0,87.0,0.0,16.16,28.26,3.62,0.0
20130724:1709,14.0,25.39,0.0,4.87,27.87,3.31,0.0
20130724:1809,0.0,0.0,0.0,0.0,27.47,3.01,0.0
20130724:1909,0.0,0.0,0.0,0.0,27.19,2.8,0.0
20130724:2009,0.0,0.0,0.0,0.0,26.9,2.59,0.0
20130724:2109,0.0,0.0,0.0,0.0,26.62,2.39,0.0
20130724:2209,0.0,0.0,0.0,0.0,26.35,2.41,0.0
20130724:2309,0.0,0.0,0.0,0.0,26.09,2.44,0.0
20130725:0009,0.0,0.0,0.0,0.0,25.82,2.47,0.0
20130725:0109,0.0,0.0,0.0,0.0,25.21,2.56,0.0
20130725:0209,0.0,0.0,0.0,0.0,24.6,2.65,0.0
20130725:0309,0.0,0.0,0.0,0.0,23.99,2.74,0.0
20130725:0409,34.0,48.0,0.0,7.93,24.91,2.82,0.0
20130725:0509,176.0,93.0,0.0,19.37,25.83,2.89,0.0
20130725:0609,355.0,115.0,0.0,31.12,26.75,2.97,0.0
20130725:0709,527.0,128.0,0.0,42.92,27.52,2.63,0.0
20130725:0809,661.0,142.0,0.0,54.37,28.28,2.29,0.0
20130725:0909,749.0,155.0,0.0,64.6,29.05,1.96,0.0
20130725:1009,828.0,138.0,0.0,71.17,29.34,1.89,0.0
20130725:1109,835.0,127.0,0.0,69.91,29.63,1.82,0.0
20130725:1209,739.0,146.0,0.0,61.89,29.92,1.75,0.0
20130725:1309,612.0,148.0,0.0,51.16,29.6,2.18,0.0
20130725:1409,463.0,136.0,0.0,39.55,29.28,2.61,0.0
20130725:1509,278.0,126.0,0.0,27.73,28.96,3.03,0.0
20130725:1609,128.0,85.0,0.0,16.04,28.59,2.71,0.0
20130725:1709,13.0,24.67,0.0,4.74,28.21,2.38,0.0
20130725:1809,0.0,0.0,0.0,0.0,27.83,2.06,0.0
20130725:1909,0.0,0.0,0.0,0.0,27.51,2.05,0.0
20130725:2009,0.0,0.0,0.0,0.0,27.18,2.05,0.0
20130725:2109,0.0,0.0,0.0,0.0,26.86,2.04,0.0
20130725:2209,0.0,0.0,0.0,0.0,26.75,2.08,0.0
20130725:2309,0.0,0.0,0.0,0.0,26.64,2.12,0.0
20130726:0009,0.0,0.0,0.0,0.0,26.53,2.17,0.0
20130726:0109,0.0,0.0,0.0,0.0,25.85,2.35,0.0
20130726:0209,0.0,0.0,0.0,0.0,25.17,2.53,0.0
20130726:0309,0.0,0.0,0.0,0.0,24.49,2.72,0.0
20130726:0409,14.0,50.0,0.0,7.79,25.41,2.98,0.0
20130726:0509,137.0,113.0,0.0,19.24,26.33,3.25,0.0
20130726:0609,309.0,141.0,0.0,31.0,27.24,3.52,0.0
20130726:0709,487.0,152.0,0.0,42.8,28.03,3.35,0.0
20130726:0809,635.0,158.0,0.0,54.23,28.82,3.19,0.0
20130726:0909,733.0,165.0,0.0,64.43,29.61,3.02,0.0
20130726:1009,781.0,168.0,0.0,70.95,29.79,2.43,0.0
20130726:1109,788.0,158.0,0.0,69.71,29.96,1.83,0.0
20130726:1209,738.0,145.0,0.0,61.73,30.14,1.24,0.0
20130726:1309,599.0,156.0,0.0,51.03,29.8,1.73,0.0
20130726:1409,444.0,147.0,0.0,39.43,29.45,2.23,0.0
20130726:1509,282.0,122.0,0.0,27.61,29.1,2.72,0.0
20130726:1609,114.0,91.0,0.0,15.92,28.74,2.81,0.0
20130726:1709,14.0,23.45,0.0,4.61,28.38,2.9,0.0
20130726:1809,0.0,0.0,0.0,0.0,28.01,2.99,0.0
20130726:1909,0.0,0.0,0.0,0.0,27.74,2.79,0.0
20130726:2009,0.0,0.0,0.0,0.0,27.47,2.58,0.0
20130726:2109,0.0,0.0,0.0,0.0,27.2,2.37,0.0
