Date/Time,T_out,Cooling Power,Heating Power,avg_T_in,Power
 09/09  11:50:00,27.0581306178895,0.076238879619605,0.0,25.46591406802553,0.08333016957753833
 09/09  12:00:00,27.0479947423669,0.0772918963985339,0.0,25.473055958948603,0.08438318635646723
 09/09  12:10:00,27.0378588668442,0.07829593323511028,0.0,25.479964418665702,0.08538722319304361
 09/09  12:20:00,27.0277229913215,0.0793005489752875,0.0,25.486756486175633,0.08639183893322083
 09/09  12:30:00,27.0175871157988,0.08024680310084834,0.0,25.493137162121865,0.08733809305878167
 09/09  12:40:00,27.0074512402761,0.0811210141988739,0.0,25.499062787494335,0.08821230415680723
 09/09  12:50:00,26.9973153647534,0.0819406194352475,0.0,25.504608406697002,0.08903190939318083
 09/09  13:00:00,26.9871794892308,0.08270135810666222,0.0,25.50973431013233,0.08979264806459555
 09/09  13:10:00,26.9770436137081,0.08342450280658806,0.0,25.514434598167664,0.09051579276452139
 09/09  13:20:00,26.9669077381854,0.08407686946048694,0.0,25.518667659633834,0.09116815941842027
 09/09  13:30:00,26.9567718626627,0.08464806177956388,0.0,25.522379464903235,0.09173935173749721
 09/09  13:40:00,26.94663598714,0.08511124976937721,0.0,25.525500116115037,0.09220253972731055
 09/09  13:50:00,26.9365001116174,0.08549563230325168,0.0,25.528138920859302,0.092586922261185
 09/09  14:00:00,26.9263642360947,0.08579494093538084,0.0,25.530238622581503,0.09288623089331417
 09/09  14:10:00,26.916228360572,0.08598563335525083,0.0,25.531830544311365,0.09307692331318417
 09/09  14:20:00,26.9060924850493,0.08609170551430667,0.0,25.532865039048,0.09318299547224
 09/09  14:30:00,26.8959566095266,0.08611960282896278,0.0,25.533395280390497,0.09321089278689611
 09/09  14:40:00,26.8858207340039,0.08601313323269084,0.0,25.533136923882633,0.09310442319062417
 09/09  14:50:00,26.8756848584813,0.08581881775109805,0.0,25.53234266147717,0.09291010770903138
 09/09  15:00:00,26.8655489829586,0.08553378223607305,0.0,25.530940631889866,0.09262507219400638
 09/09  15:10:00,26.8554131074359,0.08518775565309612,0.0,25.5289922972363,0.09227904561102945
 09/09  15:20:00,26.8452772319132,0.08474845515335111,0.0,25.5264316855023,0.09183974511128444
 09/09  15:30:00,26.8351413563905,0.08421593821274999,0.0,25.523287492522602,0.09130722817068332
 09/09  15:40:00,26.8250054808678,0.08342953998406888,0.0,25.51876836806477,0.09052082994200221
 09/09  15:50:00,26.8148696053452,0.08259279356241611,0.0,25.513911510358298,0.08968408352034944
 09/09  16:00:00,26.8047337298225,0.08166787950260279,0.0,25.5083792595002,0.08875916946053612
 09/09  16:10:00,26.7945978542998,0.08276114660238723,0.0,25.502445742763967,0.0923942355620789
